day_of_month,day_of_week,op_unique_carrier,origin_city_name,origin_state_abr,dest_city_name,dest_state_abr,crs_dep_time,dep_delay,crs_arr_time,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
21,5,MQ,"Chicago, IL",IL,"Greensboro/High Point, NC",NC,800,-2.0,1053,15.0,113.0,130.0,91.0,589.0,0.0,0.0,15.0,0.0,0.0
11,2,WN,"Los Angeles, CA",CA,"New Orleans, LA",LA,1240,10.0,1815,21.0,215.0,226.0,206.0,1670.0,0.0,0.0,11.0,0.0,10.0
10,1,B6,"West Palm Beach/Palm Beach, FL",FL,"White Plains, NY",NY,1455,48.0,1757,34.0,182.0,168.0,144.0,1056.0,11.0,0.0,0.0,0.0,23.0
30,7,YX,"Washington, DC",VA,"New York, NY",NY,845,48.0,1009,39.0,84.0,75.0,46.0,214.0,0.0,39.0,0.0,0.0,0.0
25,2,B6,"Los Angeles, CA",CA,"Boston, MA",MA,2359,3.0,830,17.0,331.0,345.0,317.0,2611.0,0.0,0.0,14.0,0.0,3.0
2,7,UA,"San Francisco, CA",CA,"Phoenix, AZ",AZ,1035,194.0,1241,177.0,126.0,109.0,90.0,651.0,22.0,0.0,0.0,0.0,155.0
16,7,DL,"San Juan, PR",PR,"New York, NY",NY,1340,36.0,1749,49.0,249.0,262.0,208.0,1598.0,0.0,0.0,13.0,0.0,36.0
20,4,AA,"Dallas/Fort Worth, TX",TX,"Pittsburgh, PA",PA,1854,45.0,2239,38.0,165.0,158.0,131.0,1067.0,0.0,31.0,0.0,0.0,7.0
1,6,DL,"Atlanta, GA",GA,"Santa Ana, CA",CA,2030,37.0,2228,21.0,298.0,282.0,265.0,1919.0,21.0,0.0,0.0,0.0,0.0
29,6,AA,"Omaha, NE",NE,"Dallas/Fort Worth, TX",TX,1932,37.0,2132,16.0,120.0,99.0,77.0,583.0,0.0,0.0,0.0,0.0,16.0
18,2,WN,"Dallas, TX",TX,"Birmingham, AL",AL,1420,24.0,1555,32.0,95.0,103.0,81.0,587.0,0.0,0.0,8.0,0.0,24.0
3,1,WN,"Washington, DC",VA,"Atlanta, GA",GA,1950,48.0,2145,32.0,115.0,99.0,80.0,547.0,32.0,0.0,0.0,0.0,0.0
27,4,UA,"Denver, CO",CO,"Miami, FL",FL,942,11.0,1533,43.0,231.0,263.0,224.0,1709.0,11.0,0.0,32.0,0.0,0.0
26,3,WN,"Dallas, TX",TX,"San Antonio, TX",TX,620,-4.0,725,21.0,65.0,90.0,45.0,247.0,0.0,0.0,21.0,0.0,0.0
27,4,OO,"Boston, MA",MA,"Newark, NJ",NJ,636,52.0,759,50.0,83.0,81.0,56.0,200.0,50.0,0.0,0.0,0.0,0.0
22,6,WN,"Norfolk, VA",VA,"Denver, CO",CO,1650,315.0,1850,299.0,240.0,224.0,210.0,1553.0,0.0,0.0,0.0,0.0,299.0
28,5,UA,"Palm Springs, CA",CA,"Denver, CO",CO,535,278.0,839,293.0,124.0,139.0,108.0,776.0,278.0,0.0,15.0,0.0,0.0
20,4,OO,"Denver, CO",CO,"Laramie, WY",WY,830,83.0,920,77.0,50.0,44.0,23.0,113.0,0.0,77.0,0.0,0.0,0.0
25,2,AS,"Kahului, HI",HI,"San Jose, CA",CA,1215,52.0,2014,41.0,299.0,288.0,273.0,2355.0,41.0,0.0,0.0,0.0,0.0
5,3,AA,"Denver, CO",CO,"Charlotte, NC",NC,700,-7.0,1214,19.0,194.0,220.0,172.0,1337.0,0.0,0.0,19.0,0.0,0.0
9,7,OO,"Portland, OR",OR,"Oakland, CA",CA,840,176.0,1029,178.0,109.0,111.0,85.0,543.0,0.0,0.0,0.0,0.0,178.0
15,6,NK,"Fort Lauderdale, FL",FL,"Richmond, VA",VA,1519,100.0,1731,94.0,132.0,126.0,106.0,805.0,47.0,0.0,47.0,0.0,0.0
21,5,YV,"Houston, TX",TX,"Dallas/Fort Worth, TX",TX,1950,219.0,2109,204.0,79.0,64.0,42.0,224.0,0.0,0.0,0.0,0.0,204.0
17,1,AS,"Seattle, WA",WA,"Palm Springs, CA",CA,955,31.0,1240,31.0,165.0,165.0,142.0,987.0,31.0,0.0,0.0,0.0,0.0
7,5,WN,"New Orleans, LA",LA,"St. Louis, MO",MO,1920,46.0,2105,34.0,105.0,93.0,79.0,604.0,0.0,0.0,0.0,0.0,34.0
22,6,UA,"Las Vegas, NV",NV,"Chicago, IL",IL,1851,69.0,16,73.0,205.0,209.0,182.0,1514.0,0.0,0.0,4.0,0.0,69.0
5,3,DL,"Indianapolis, IN",IN,"Atlanta, GA",GA,1820,13.0,1959,16.0,99.0,102.0,83.0,432.0,0.0,0.0,3.0,0.0,13.0
17,1,OO,"Boise, ID",ID,"Los Angeles, CA",CA,1810,-4.0,1925,17.0,135.0,156.0,123.0,674.0,17.0,0.0,0.0,0.0,0.0
3,1,B6,"Newark, NJ",NJ,"Tampa, FL",FL,1935,37.0,2231,32.0,176.0,171.0,137.0,997.0,8.0,0.0,0.0,0.0,24.0
25,2,UA,"Denver, CO",CO,"Palm Springs, CA",CA,1930,129.0,2046,119.0,136.0,126.0,100.0,776.0,11.0,0.0,0.0,0.0,108.0
14,5,WN,"Columbus, OH",OH,"Denver, CO",CO,1955,54.0,2100,41.0,185.0,172.0,159.0,1154.0,6.0,0.0,0.0,0.0,35.0
5,3,MQ,"Chicago, IL",IL,"Greer, SC",SC,805,-1.0,1052,101.0,107.0,209.0,87.0,577.0,0.0,0.0,101.0,0.0,0.0
23,7,WN,"Las Vegas, NV",NV,"Los Angeles, CA",CA,2245,36.0,2355,23.0,70.0,57.0,39.0,236.0,3.0,0.0,0.0,0.0,20.0
3,1,G4,"Boise, ID",ID,"Phoenix, AZ",AZ,1854,50.0,1958,57.0,124.0,131.0,110.0,749.0,0.0,0.0,7.0,0.0,50.0
5,3,UA,"Norfolk, VA",VA,"Denver, CO",CO,800,51.0,1008,46.0,248.0,243.0,225.0,1553.0,46.0,0.0,0.0,0.0,0.0
9,7,WN,"Hilo, HI",HI,"Honolulu, HI",HI,1425,-1.0,1525,35.0,60.0,96.0,37.0,216.0,0.0,0.0,35.0,0.0,0.0
24,1,AA,"Baltimore, MD",MD,"Dallas/Fort Worth, TX",TX,640,-1.0,915,15.0,215.0,231.0,185.0,1217.0,0.0,0.0,15.0,0.0,0.0
14,5,DL,"Detroit, MI",MI,"Cincinnati, OH",KY,2259,-1.0,5,15.0,66.0,82.0,37.0,229.0,0.0,0.0,15.0,0.0,0.0
1,6,NK,"Miami, FL",FL,"Houston, TX",TX,2150,84.0,2349,61.0,179.0,156.0,132.0,964.0,61.0,0.0,0.0,0.0,0.0
9,7,NK,"Chicago, IL",IL,"Las Vegas, NV",NV,2252,66.0,59,23.0,247.0,204.0,184.0,1514.0,23.0,0.0,0.0,0.0,0.0
9,7,UA,"Denver, CO",CO,"Chicago, IL",IL,1327,21.0,1655,17.0,148.0,144.0,118.0,888.0,17.0,0.0,0.0,0.0,0.0
27,4,OH,"Huntsville, AL",AL,"Washington, DC",VA,603,220.0,859,204.0,116.0,100.0,81.0,613.0,204.0,0.0,0.0,0.0,0.0
26,3,AA,"Tucson, AZ",AZ,"Dallas/Fort Worth, TX",TX,1140,49.0,1554,55.0,134.0,140.0,123.0,813.0,0.0,0.0,26.0,0.0,29.0
1,6,HA,"Kahului, HI",HI,"Lihue, HI",HI,1440,34.0,1529,33.0,49.0,48.0,35.0,201.0,6.0,0.0,0.0,0.0,27.0
29,6,UA,"Houston, TX",TX,"Atlanta, GA",GA,1822,28.0,2125,44.0,123.0,139.0,101.0,689.0,28.0,0.0,16.0,0.0,0.0
17,1,9E,"New York, NY",NY,"Cleveland, OH",OH,1250,57.0,1441,58.0,111.0,112.0,70.0,419.0,0.0,0.0,1.0,0.0,57.0
27,4,AA,"Indianapolis, IN",IN,"Dallas/Fort Worth, TX",TX,600,-7.0,729,16.0,149.0,172.0,131.0,761.0,0.0,0.0,16.0,0.0,0.0
23,7,AA,"Dallas/Fort Worth, TX",TX,"Wichita, KS",KS,1631,86.0,1748,80.0,77.0,71.0,52.0,328.0,0.0,0.0,0.0,0.0,80.0
6,4,DL,"New York, NY",NY,"Las Vegas, NV",NV,2127,12.0,36,40.0,369.0,397.0,330.0,2248.0,12.0,0.0,28.0,0.0,0.0
20,4,WN,"Baltimore, MD",MD,"Raleigh/Durham, NC",NC,1130,28.0,1240,22.0,70.0,64.0,48.0,255.0,21.0,0.0,0.0,0.0,1.0
23,7,NK,"Columbus, OH",OH,"Orlando, FL",FL,1320,69.0,1532,64.0,132.0,127.0,107.0,802.0,24.0,0.0,1.0,0.0,39.0
8,6,AA,"San Antonio, TX",TX,"Chicago, IL",IL,1315,33.0,1600,25.0,165.0,157.0,131.0,1041.0,2.0,0.0,0.0,0.0,23.0
22,6,B6,"New York, NY",NY,"Atlanta, GA",GA,1531,40.0,1812,43.0,161.0,164.0,117.0,760.0,30.0,0.0,3.0,0.0,10.0
29,6,WN,"Buffalo, NY",NY,"Orlando, FL",FL,1635,128.0,1910,163.0,155.0,190.0,161.0,1011.0,0.0,0.0,153.0,0.0,10.0
1,6,G4,"Springfield, IL",IL,"Phoenix, AZ",AZ,2152,60.0,2312,51.0,200.0,191.0,179.0,1299.0,16.0,0.0,0.0,0.0,35.0
5,3,WN,"Denver, CO",CO,"Austin, TX",TX,1700,17.0,2000,30.0,120.0,133.0,106.0,775.0,0.0,0.0,13.0,0.0,17.0
29,6,UA,"San Francisco, CA",CA,"Houston, TX",TX,2359,58.0,546,47.0,227.0,216.0,192.0,1635.0,47.0,0.0,0.0,0.0,0.0
3,1,UA,"Denver, CO",CO,"Kahului, HI",HI,1155,13.0,1515,16.0,440.0,443.0,418.0,3302.0,13.0,0.0,3.0,0.0,0.0
6,4,AA,"Boston, MA",MA,"Washington, DC",VA,1530,27.0,1711,32.0,101.0,106.0,79.0,399.0,1.0,0.0,5.0,0.0,26.0
25,2,UA,"Dallas/Fort Worth, TX",TX,"Houston, TX",TX,1559,13.0,1710,40.0,71.0,98.0,40.0,224.0,0.0,0.0,27.0,0.0,13.0
24,1,MQ,"St. Louis, MO",MO,"Miami, FL",FL,1805,15.0,2145,45.0,160.0,190.0,165.0,1068.0,3.0,0.0,30.0,0.0,12.0
9,7,AS,"San Diego, CA",CA,"Boston, MA",MA,845,5.0,1720,46.0,335.0,376.0,328.0,2588.0,0.0,0.0,46.0,0.0,0.0
2,7,AS,"San Diego, CA",CA,"Santa Rosa, CA",CA,1455,98.0,1637,97.0,102.0,101.0,76.0,508.0,0.0,0.0,0.0,0.0,97.0
17,1,DL,"Minneapolis, MN",MN,"Spokane, WA",WA,2149,37.0,2259,23.0,190.0,176.0,161.0,1175.0,19.0,0.0,0.0,0.0,4.0
27,4,UA,"Houston, TX",TX,"Philadelphia, PA",PA,720,89.0,1133,80.0,193.0,184.0,155.0,1325.0,11.0,0.0,0.0,0.0,69.0
16,7,WN,"Dallas, TX",TX,"Chicago, IL",IL,840,22.0,1045,22.0,125.0,125.0,104.0,793.0,22.0,0.0,0.0,0.0,0.0
2,7,MQ,"Tulsa, OK",OK,"Phoenix, AZ",AZ,1819,89.0,1900,80.0,161.0,152.0,134.0,935.0,80.0,0.0,0.0,0.0,0.0
21,5,WN,"Chicago, IL",IL,"Orlando, FL",FL,2225,20.0,155,25.0,150.0,155.0,140.0,990.0,3.0,0.0,5.0,0.0,17.0
1,6,UA,"Jackson, WY",WY,"Newark, NJ",NJ,1310,10.0,1927,74.0,257.0,321.0,233.0,1874.0,0.0,0.0,74.0,0.0,0.0
15,6,9E,"New York, NY",NY,"Charleston, SC",SC,1545,24.0,1805,47.0,140.0,163.0,96.0,636.0,0.0,0.0,27.0,0.0,20.0
16,7,PT,"Philadelphia, PA",PA,"Albany, NY",NY,1145,21.0,1300,16.0,75.0,70.0,47.0,212.0,0.0,0.0,0.0,0.0,16.0
27,4,DL,"Seattle, WA",WA,"Santa Ana, CA",CA,1931,627.0,2217,629.0,166.0,168.0,139.0,978.0,627.0,0.0,2.0,0.0,0.0
13,4,AA,"Dallas/Fort Worth, TX",TX,"Newark, NJ",NJ,1848,13.0,2310,16.0,202.0,205.0,180.0,1372.0,1.0,0.0,3.0,0.0,12.0
1,6,NK,"Fort Lauderdale, FL",FL,"Baltimore, MD",MD,1955,8.0,2226,40.0,151.0,183.0,154.0,925.0,0.0,0.0,32.0,8.0,0.0
18,2,WN,"San Antonio, TX",TX,"Denver, CO",CO,1910,36.0,2030,17.0,140.0,121.0,108.0,794.0,0.0,0.0,0.0,0.0,17.0
25,2,NK,"Atlanta, GA",GA,"Miami, FL",FL,1635,97.0,1825,89.0,110.0,102.0,82.0,594.0,0.0,0.0,0.0,0.0,89.0
22,6,WN,"San Francisco, CA",CA,"Las Vegas, NV",NV,1035,44.0,1205,55.0,90.0,101.0,67.0,414.0,0.0,0.0,28.0,0.0,27.0
18,2,WN,"Denver, CO",CO,"Las Vegas, NV",NV,1230,90.0,1330,79.0,120.0,109.0,95.0,628.0,0.0,0.0,0.0,0.0,79.0
1,6,DL,"Atlanta, GA",GA,"Detroit, MI",MI,2200,55.0,2358,46.0,118.0,109.0,84.0,594.0,14.0,0.0,0.0,0.0,32.0
21,5,YV,"Houston, TX",TX,"Austin, TX",TX,1630,59.0,1728,54.0,58.0,53.0,31.0,140.0,54.0,0.0,0.0,0.0,0.0
20,4,WN,"Raleigh/Durham, NC",NC,"Nashville, TN",TN,2020,45.0,2055,33.0,95.0,83.0,70.0,442.0,10.0,0.0,0.0,0.0,23.0
13,4,DL,"Atlanta, GA",GA,"Madison, WI",WI,2244,24.0,2348,26.0,124.0,126.0,94.0,707.0,24.0,0.0,2.0,0.0,0.0
15,6,UA,"Chicago, IL",IL,"Kansas City, MO",MO,2037,83.0,2215,104.0,98.0,119.0,72.0,403.0,0.0,0.0,21.0,0.0,83.0
25,2,F9,"Chicago, IL",IL,"Orlando, FL",FL,1522,-9.0,1857,25.0,155.0,189.0,161.0,990.0,0.0,0.0,25.0,0.0,0.0
1,6,DL,"Atlanta, GA",GA,"Charleston, SC",SC,1537,122.0,1649,121.0,72.0,71.0,45.0,259.0,0.0,0.0,0.0,0.0,121.0
5,3,WN,"Dallas, TX",TX,"Houston, TX",TX,1430,65.0,1545,67.0,75.0,77.0,48.0,239.0,1.0,0.0,2.0,0.0,64.0
9,7,B6,"Sacramento, CA",CA,"New York, NY",NY,2350,-6.0,806,22.0,316.0,344.0,314.0,2521.0,0.0,0.0,22.0,0.0,0.0
5,3,NK,"Dallas/Fort Worth, TX",TX,"Phoenix, AZ",AZ,1840,129.0,1912,139.0,152.0,162.0,131.0,868.0,2.0,0.0,137.0,0.0,0.0
2,7,OO,"Great Falls, MT",MT,"Denver, CO",CO,700,111.0,900,100.0,120.0,109.0,81.0,623.0,100.0,0.0,0.0,0.0,0.0
7,5,G4,"Sanford, FL",FL,"Mission/McAllen/Edinburg, TX",TX,705,7.0,916,28.0,191.0,212.0,187.0,1059.0,7.0,0.0,21.0,0.0,0.0
23,7,OH,"Providence, RI",RI,"Charlotte, NC",NC,1439,-10.0,1655,24.0,136.0,170.0,109.0,683.0,0.0,0.0,24.0,0.0,0.0
4,2,WN,"Orlando, FL",FL,"Nashville, TN",TN,1200,26.0,1305,24.0,125.0,123.0,106.0,616.0,24.0,0.0,0.0,0.0,0.0
5,3,WN,"Chicago, IL",IL,"Washington, DC",VA,1915,65.0,2155,51.0,100.0,86.0,73.0,601.0,0.0,0.0,0.0,0.0,51.0
17,1,B6,"Tampa, FL",FL,"San Juan, PR",PR,835,31.0,1127,29.0,172.0,170.0,152.0,1237.0,29.0,0.0,0.0,0.0,0.0
30,7,QX,"Seattle, WA",WA,"Bend/Redmond, OR",OR,945,20.0,1055,21.0,70.0,71.0,43.0,228.0,20.0,0.0,1.0,0.0,0.0
10,1,WN,"Oakland, CA",CA,"Kona, HI",HI,955,-5.0,1230,35.0,335.0,375.0,308.0,2378.0,0.0,0.0,35.0,0.0,0.0
30,7,WN,"Las Vegas, NV",NV,"Phoenix, AZ",AZ,1355,15.0,1505,22.0,70.0,77.0,47.0,255.0,15.0,0.0,7.0,0.0,0.0
30,7,WN,"Chicago, IL",IL,"Grand Rapids, MI",MI,2255,96.0,45,98.0,50.0,52.0,34.0,137.0,43.0,0.0,2.0,0.0,53.0
6,4,WN,"Los Angeles, CA",CA,"San Francisco, CA",CA,2110,63.0,2230,51.0,80.0,68.0,53.0,337.0,2.0,0.0,0.0,0.0,49.0
24,1,AA,"Chicago, IL",IL,"Sacramento, CA",CA,1930,49.0,2155,61.0,265.0,277.0,239.0,1781.0,49.0,0.0,12.0,0.0,0.0
9,7,OO,"San Francisco, CA",CA,"Santa Ana, CA",CA,1130,-2.0,1304,16.0,94.0,112.0,68.0,372.0,16.0,0.0,0.0,0.0,0.0
17,1,WN,"Denver, CO",CO,"Sacramento, CA",CA,1645,23.0,1815,23.0,150.0,150.0,136.0,909.0,7.0,0.0,0.0,0.0,16.0
30,7,DL,"Atlanta, GA",GA,"Albany, NY",NY,955,32.0,1205,24.0,130.0,122.0,102.0,853.0,24.0,0.0,0.0,0.0,0.0
7,5,F9,"Orlando, FL",FL,"Cleveland, OH",OH,1217,58.0,1453,45.0,156.0,143.0,120.0,895.0,0.0,0.0,0.0,0.0,45.0
26,3,AA,"Charlotte, NC",NC,"Pensacola, FL",FL,1710,227.0,1751,234.0,101.0,108.0,81.0,488.0,80.0,0.0,7.0,0.0,147.0
30,7,WN,"Las Vegas, NV",NV,"Santa Ana, CA",CA,1615,29.0,1720,36.0,65.0,72.0,39.0,226.0,26.0,0.0,7.0,0.0,3.0
24,1,DL,"Atlanta, GA",GA,"Minneapolis, MN",MN,1801,35.0,1943,27.0,162.0,154.0,130.0,907.0,0.0,0.0,0.0,0.0,27.0
7,5,NK,"New York, NY",NY,"Orlando, FL",FL,959,-3.0,1252,20.0,173.0,196.0,141.0,950.0,0.0,0.0,20.0,0.0,0.0
20,4,HA,"Honolulu, HI",HI,"Hilo, HI",HI,1515,74.0,1613,66.0,58.0,50.0,33.0,216.0,0.0,0.0,0.0,0.0,66.0
2,7,G4,"Albany, NY",NY,"Punta Gorda, FL",FL,1128,14.0,1438,49.0,190.0,225.0,166.0,1185.0,6.0,0.0,35.0,0.0,8.0
5,3,AA,"Dallas/Fort Worth, TX",TX,"Santa Ana, CA",CA,1608,18.0,1727,23.0,199.0,204.0,173.0,1205.0,5.0,0.0,5.0,0.0,13.0
4,2,G7,"St. Louis, MO",MO,"Chicago, IL",IL,1313,84.0,1448,112.0,95.0,123.0,46.0,258.0,0.0,0.0,112.0,0.0,0.0
26,3,AA,"Philadelphia, PA",PA,"Charlotte, NC",NC,1840,66.0,2030,65.0,110.0,109.0,79.0,449.0,0.0,0.0,0.0,0.0,65.0
30,7,B6,"San Juan, PR",PR,"Washington, DC",VA,1715,-6.0,2112,34.0,237.0,277.0,260.0,1554.0,0.0,0.0,34.0,0.0,0.0
28,5,WN,"Santa Ana, CA",CA,"Oakland, CA",CA,1710,32.0,1830,25.0,80.0,73.0,61.0,371.0,5.0,0.0,0.0,0.0,20.0
16,7,YX,"Newark, NJ",NJ,"Washington, DC",VA,1630,45.0,1758,25.0,88.0,68.0,42.0,199.0,18.0,0.0,0.0,0.0,7.0
6,4,OH,"Washington, DC",VA,"Columbia, SC",SC,1745,23.0,1920,52.0,95.0,124.0,69.0,408.0,23.0,0.0,29.0,0.0,0.0
5,3,MQ,"Dallas/Fort Worth, TX",TX,"Little Rock, AR",AR,1831,50.0,1944,52.0,73.0,75.0,48.0,304.0,0.0,0.0,2.0,0.0,50.0
26,3,G7,"Sioux Falls, SD",SD,"Chicago, IL",IL,1820,46.0,2012,24.0,112.0,90.0,62.0,462.0,0.0,0.0,0.0,0.0,24.0
2,7,AS,"Salt Lake City, UT",UT,"Seattle, WA",WA,600,18.0,715,44.0,135.0,161.0,106.0,689.0,18.0,0.0,26.0,0.0,0.0
22,6,C5,"Washington, DC",VA,"Rochester, NY",NY,815,-3.0,938,26.0,83.0,112.0,45.0,288.0,0.0,0.0,26.0,0.0,0.0
23,7,NK,"Las Vegas, NV",NV,"Memphis, TN",TN,1000,52.0,1513,48.0,193.0,189.0,162.0,1416.0,9.0,0.0,1.0,0.0,38.0
25,2,WN,"Miami, FL",FL,"Dallas, TX",TX,1155,10.0,1405,15.0,190.0,195.0,170.0,1109.0,9.0,0.0,5.0,0.0,1.0
1,6,AA,"Chicago, IL",IL,"Newark, NJ",NJ,1810,116.0,2125,96.0,135.0,115.0,93.0,719.0,0.0,0.0,85.0,0.0,11.0
5,3,DL,"Austin, TX",TX,"Atlanta, GA",GA,1519,35.0,1828,86.0,129.0,180.0,103.0,813.0,0.0,0.0,51.0,0.0,35.0
1,6,WN,"San Antonio, TX",TX,"Houston, TX",TX,1705,63.0,1810,42.0,65.0,44.0,33.0,192.0,6.0,0.0,0.0,0.0,36.0
5,3,OO,"Chicago, IL",IL,"Moline, IL",IL,1955,659.0,2059,646.0,64.0,51.0,29.0,139.0,646.0,0.0,0.0,0.0,0.0
19,3,AA,"Charlotte, NC",NC,"Richmond, VA",VA,1820,39.0,1925,47.0,65.0,73.0,48.0,257.0,0.0,0.0,8.0,0.0,39.0
28,5,AA,"New York, NY",NY,"Miami, FL",FL,1629,0.0,1939,21.0,190.0,211.0,167.0,1089.0,0.0,0.0,21.0,0.0,0.0
1,6,NK,"Orlando, FL",FL,"Detroit, MI",MI,1548,94.0,1834,88.0,166.0,160.0,134.0,957.0,22.0,0.0,66.0,0.0,0.0
7,5,MQ,"Phoenix, AZ",AZ,"Grand Junction, CO",CO,927,91.0,1156,84.0,89.0,82.0,63.0,438.0,0.0,0.0,0.0,0.0,84.0
2,7,NK,"Fort Lauderdale, FL",FL,"New York, NY",NY,1455,25.0,1753,20.0,178.0,173.0,150.0,1076.0,11.0,0.0,1.0,0.0,8.0
7,5,MQ,"Bloomington/Normal, IL",IL,"Dallas/Fort Worth, TX",TX,700,5.0,919,20.0,139.0,154.0,117.0,690.0,5.0,0.0,15.0,0.0,0.0
14,5,DL,"Orlando, FL",FL,"Raleigh/Durham, NC",NC,1457,72.0,1642,88.0,105.0,121.0,75.0,534.0,28.0,0.0,16.0,0.0,44.0
1,6,AA,"Dallas/Fort Worth, TX",TX,"San Antonio, TX",TX,1027,13.0,1140,22.0,73.0,82.0,52.0,247.0,13.0,0.0,9.0,0.0,0.0
26,3,WN,"Washington, DC",VA,"Houston, TX",TX,1935,24.0,2200,27.0,205.0,208.0,178.0,1218.0,23.0,0.0,3.0,0.0,1.0
5,3,9E,"Atlanta, GA",GA,"Chattanooga, TN",TN,1300,16.0,1348,31.0,48.0,63.0,24.0,106.0,0.0,16.0,15.0,0.0,0.0
15,6,WN,"Chicago, IL",IL,"New Orleans, LA",LA,1755,19.0,2005,18.0,130.0,129.0,120.0,825.0,6.0,0.0,0.0,0.0,12.0
13,4,AA,"Dallas/Fort Worth, TX",TX,"Ontario, CA",CA,2241,69.0,2351,61.0,190.0,182.0,161.0,1188.0,4.0,0.0,0.0,0.0,57.0
18,2,WN,"Fort Lauderdale, FL",FL,"Baltimore, MD",MD,2055,86.0,2325,76.0,150.0,140.0,118.0,925.0,0.0,0.0,0.0,0.0,76.0
18,2,WN,"Denver, CO",CO,"Phoenix, AZ",AZ,1435,29.0,1530,21.0,115.0,107.0,91.0,602.0,21.0,0.0,0.0,0.0,0.0
5,3,HA,"Honolulu, HI",HI,"San Jose, CA",CA,1255,18.0,2110,32.0,315.0,329.0,302.0,2417.0,32.0,0.0,0.0,0.0,0.0
25,2,WN,"Phoenix, AZ",AZ,"Houston, TX",TX,2125,86.0,150,78.0,145.0,137.0,118.0,1020.0,29.0,0.0,0.0,0.0,49.0
21,5,AA,"Key West, FL",FL,"Charlotte, NC",NC,1718,52.0,1934,36.0,136.0,120.0,104.0,736.0,0.0,0.0,0.0,0.0,36.0
5,3,DL,"Atlanta, GA",GA,"Washington, DC",VA,1749,108.0,1933,145.0,104.0,141.0,104.0,547.0,108.0,0.0,37.0,0.0,0.0
10,1,UA,"Charleston, SC",SC,"Newark, NJ",NJ,1052,28.0,1255,15.0,123.0,110.0,95.0,628.0,15.0,0.0,0.0,0.0,0.0
13,4,DL,"Seattle, WA",WA,"Ontario, CA",CA,1516,142.0,1754,125.0,158.0,141.0,112.0,956.0,125.0,0.0,0.0,0.0,0.0
8,6,YV,"Oklahoma City, OK",OK,"Houston, TX",TX,1702,155.0,1835,146.0,93.0,84.0,59.0,395.0,0.0,0.0,0.0,0.0,146.0
7,5,C5,"Houston, TX",TX,"Brownsville, TX",TX,2014,67.0,2134,98.0,80.0,111.0,76.0,308.0,20.0,0.0,31.0,0.0,47.0
1,6,AA,"Miami, FL",FL,"New York, NY",NY,1938,99.0,2242,82.0,184.0,167.0,147.0,1096.0,27.0,0.0,0.0,0.0,55.0
22,6,OO,"Chicago, IL",IL,"Lexington, KY",KY,1930,-2.0,2147,18.0,77.0,97.0,50.0,323.0,18.0,0.0,0.0,0.0,0.0
3,1,WN,"San Jose, CA",CA,"Ontario, CA",CA,1840,71.0,2000,54.0,80.0,63.0,48.0,333.0,0.0,0.0,0.0,0.0,54.0
18,2,OO,"Salt Lake City, UT",UT,"Lewiston, ID",ID,1100,26.0,1149,33.0,109.0,116.0,69.0,461.0,0.0,33.0,0.0,0.0,0.0
23,7,NK,"Boston, MA",MA,"Myrtle Beach, SC",SC,1640,77.0,1854,87.0,134.0,144.0,114.0,738.0,58.0,0.0,10.0,0.0,19.0
3,1,NK,"Las Vegas, NV",NV,"St. Louis, MO",MO,800,37.0,1302,27.0,182.0,172.0,147.0,1371.0,0.0,0.0,27.0,0.0,0.0
30,7,WN,"Chicago, IL",IL,"Philadelphia, PA",PA,1720,-1.0,2010,19.0,110.0,130.0,88.0,668.0,0.0,0.0,19.0,0.0,0.0
6,4,DL,"Chicago, IL",IL,"New York, NY",NY,1930,90.0,2240,71.0,130.0,111.0,93.0,733.0,0.0,0.0,0.0,0.0,71.0
20,4,WN,"Dallas, TX",TX,"Miami, FL",FL,1300,102.0,1640,152.0,160.0,210.0,146.0,1109.0,0.0,99.0,50.0,0.0,3.0
9,7,AA,"New York, NY",NY,"Chicago, IL",IL,1230,83.0,1409,65.0,159.0,141.0,104.0,733.0,65.0,0.0,0.0,0.0,0.0
29,6,UA,"Denver, CO",CO,"Santa Ana, CA",CA,1347,58.0,1516,37.0,149.0,128.0,110.0,846.0,4.0,0.0,0.0,0.0,33.0
24,1,UA,"San Francisco, CA",CA,"Las Vegas, NV",NV,1002,10.0,1144,21.0,102.0,113.0,64.0,414.0,0.0,0.0,21.0,0.0,0.0
22,6,YV,"Boston, MA",MA,"Washington, DC",VA,1935,140.0,2120,139.0,105.0,104.0,77.0,413.0,16.0,0.0,0.0,0.0,123.0
18,2,WN,"Santa Ana, CA",CA,"Phoenix, AZ",AZ,745,29.0,905,16.0,80.0,67.0,48.0,338.0,16.0,0.0,0.0,0.0,0.0
18,2,AA,"Dallas/Fort Worth, TX",TX,"San Diego, CA",CA,1037,42.0,1152,26.0,195.0,179.0,159.0,1171.0,26.0,0.0,0.0,0.0,0.0
20,4,OO,"San Francisco, CA",CA,"Ontario, CA",CA,1620,20.0,1746,26.0,86.0,92.0,60.0,363.0,0.0,0.0,0.0,0.0,26.0
21,5,F9,"Hartford, CT",CT,"Atlanta, GA",GA,2105,115.0,2339,130.0,154.0,169.0,130.0,859.0,0.0,0.0,15.0,0.0,115.0
26,3,WN,"Las Vegas, NV",NV,"Denver, CO",CO,1825,27.0,2115,21.0,110.0,104.0,89.0,628.0,0.0,0.0,18.0,0.0,3.0
