day_of_month,day_of_week,op_unique_carrier,origin_city_name,origin_state_abr,dest_city_name,dest_state_abr,crs_dep_time,dep_delay,crs_arr_time,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
1,6,NK,"Orlando, FL",FL,"Raleigh/Durham, NC",NC,1459,114.0,1645,155.0,106.0,147.0,84.0,534.0,91.0,0.0,64.0,0.0,0.0
13,4,DL,"Salt Lake City, UT",UT,"Santa Ana, CA",CA,1518,39.0,1612,42.0,114.0,117.0,93.0,588.0,39.0,0.0,3.0,0.0,0.0
23,7,AS,"Seattle, WA",WA,"Chicago, IL",IL,1035,61.0,1640,59.0,245.0,243.0,206.0,1721.0,21.0,0.0,0.0,0.0,38.0
3,1,DL,"Newark, NJ",NJ,"Minneapolis, MN",MN,615,26.0,817,24.0,182.0,180.0,158.0,1008.0,24.0,0.0,0.0,0.0,0.0
7,5,DL,"Portland, OR",OR,"Los Angeles, CA",CA,615,280.0,843,261.0,148.0,129.0,110.0,834.0,261.0,0.0,0.0,0.0,0.0
8,6,UA,"Jacksonville, FL",FL,"Chicago, IL",IL,1841,76.0,2023,72.0,162.0,158.0,124.0,864.0,17.0,0.0,0.0,0.0,55.0
6,4,OO,"Cedar Rapids/Iowa City, IA",IA,"Chicago, IL",IL,1436,42.0,1555,45.0,79.0,82.0,44.0,196.0,45.0,0.0,0.0,0.0,0.0
29,6,AA,"Dallas/Fort Worth, TX",TX,"Valparaiso, FL",FL,1316,70.0,1505,86.0,109.0,125.0,102.0,641.0,70.0,0.0,16.0,0.0,0.0
8,6,UA,"Denver, CO",CO,"New York, NY",NY,1610,34.0,2157,16.0,227.0,209.0,191.0,1620.0,16.0,0.0,0.0,0.0,0.0
20,4,WN,"Pittsburgh, PA",PA,"Atlanta, GA",GA,1840,213.0,2020,209.0,100.0,96.0,81.0,526.0,58.0,0.0,0.0,0.0,151.0
1,6,AA,"Phoenix, AZ",AZ,"Atlanta, GA",GA,1625,65.0,2257,47.0,212.0,194.0,173.0,1587.0,7.0,0.0,0.0,0.0,40.0
30,7,WN,"Chicago, IL",IL,"Denver, CO",CO,2025,150.0,2210,135.0,165.0,150.0,117.0,888.0,69.0,0.0,0.0,0.0,66.0
7,5,AA,"Baltimore, MD",MD,"Charlotte, NC",NC,1157,200.0,1326,214.0,89.0,103.0,75.0,361.0,193.0,0.0,14.0,0.0,7.0
22,6,PT,"Charlotte, NC",NC,"Chattanooga, TN",TN,1322,132.0,1446,133.0,84.0,85.0,49.0,241.0,9.0,0.0,1.0,0.0,123.0
30,7,G4,"Fort Wayne, IN",IN,"Sanford, FL",FL,928,11.0,1138,17.0,130.0,136.0,121.0,870.0,0.0,0.0,17.0,0.0,0.0
22,6,NK,"Newark, NJ",NJ,"Miami, FL",FL,1945,357.0,2248,346.0,183.0,172.0,154.0,1085.0,0.0,0.0,346.0,0.0,0.0
21,5,WN,"Portland, OR",OR,"Oakland, CA",CA,1705,54.0,1845,50.0,100.0,96.0,81.0,543.0,5.0,0.0,0.0,0.0,45.0
25,2,F9,"Denver, CO",CO,"Las Vegas, NV",NV,2122,44.0,2227,42.0,125.0,123.0,84.0,628.0,3.0,0.0,0.0,0.0,39.0
13,4,AA,"Miami, FL",FL,"Tampa, FL",FL,2022,41.0,2129,67.0,67.0,93.0,41.0,204.0,0.0,41.0,26.0,0.0,0.0
17,1,B6,"Orlando, FL",FL,"New York, NY",NY,1438,74.0,1730,49.0,172.0,147.0,112.0,944.0,46.0,0.0,0.0,0.0,3.0
10,1,NK,"Orlando, FL",FL,"Charlotte, NC",NC,1734,159.0,1920,154.0,106.0,101.0,69.0,468.0,154.0,0.0,0.0,0.0,0.0
1,6,OH,"Gainesville, FL",FL,"Charlotte, NC",NC,1332,23.0,1509,21.0,97.0,95.0,63.0,388.0,7.0,0.0,0.0,0.0,14.0
5,3,AA,"Dallas/Fort Worth, TX",TX,"Albuquerque, NM",NM,1029,11.0,1120,21.0,111.0,121.0,86.0,569.0,11.0,0.0,10.0,0.0,0.0
24,1,AA,"Los Angeles, CA",CA,"Boston, MA",MA,2225,99.0,652,130.0,327.0,358.0,297.0,2611.0,99.0,0.0,31.0,0.0,0.0
25,2,OO,"Hays, KS",KS,"Denver, CO",CO,1859,1021.0,1920,1015.0,81.0,75.0,54.0,298.0,1015.0,0.0,0.0,0.0,0.0
10,1,OO,"San Jose, CA",CA,"Los Angeles, CA",CA,1420,26.0,1549,18.0,89.0,81.0,54.0,308.0,18.0,0.0,0.0,0.0,0.0
17,1,UA,"Newark, NJ",NJ,"Las Vegas, NV",NV,2020,67.0,2300,66.0,340.0,339.0,305.0,2227.0,47.0,0.0,0.0,0.0,19.0
22,6,B6,"New York, NY",NY,"Worcester, MA",MA,1415,89.0,1516,79.0,61.0,51.0,29.0,150.0,8.0,0.0,0.0,0.0,71.0
24,1,WN,"Chicago, IL",IL,"Salt Lake City, UT",UT,2140,65.0,5,61.0,205.0,201.0,181.0,1259.0,0.0,0.0,0.0,0.0,61.0
18,2,WN,"San Jose, CA",CA,"Phoenix, AZ",AZ,640,65.0,830,64.0,110.0,109.0,80.0,621.0,64.0,0.0,0.0,0.0,0.0
20,4,AA,"St. Louis, MO",MO,"Charlotte, NC",NC,534,39.0,824,20.0,110.0,91.0,74.0,575.0,20.0,0.0,0.0,0.0,0.0
15,6,WN,"Denver, CO",CO,"Tampa, FL",FL,510,-3.0,1035,15.0,205.0,223.0,184.0,1506.0,0.0,0.0,15.0,0.0,0.0
23,7,AA,"Dallas/Fort Worth, TX",TX,"Jacksonville, FL",FL,2040,37.0,2359,31.0,139.0,133.0,106.0,918.0,4.0,0.0,0.0,0.0,27.0
24,1,UA,"Kona, HI",HI,"San Francisco, CA",CA,1309,28.0,2109,20.0,300.0,292.0,269.0,2367.0,20.0,0.0,0.0,0.0,0.0
6,4,NK,"Newark, NJ",NJ,"Miami, FL",FL,1945,102.0,2248,130.0,183.0,211.0,182.0,1085.0,0.0,0.0,130.0,0.0,0.0
7,5,NK,"Oakland, CA",CA,"Las Vegas, NV",NV,1340,51.0,1508,43.0,88.0,80.0,68.0,407.0,0.0,0.0,1.0,0.0,42.0
22,6,YX,"Detroit, MI",MI,"Philadelphia, PA",PA,555,157.0,735,149.0,100.0,92.0,71.0,453.0,149.0,0.0,0.0,0.0,0.0
13,4,UA,"San Francisco, CA",CA,"Chicago, IL",IL,830,23.0,1452,33.0,262.0,272.0,215.0,1846.0,23.0,0.0,10.0,0.0,0.0
12,3,F9,"Islip, NY",NY,"West Palm Beach/Palm Beach, FL",FL,1325,39.0,1628,31.0,183.0,175.0,157.0,1052.0,31.0,0.0,0.0,0.0,0.0
12,3,WN,"Denver, CO",CO,"St. Louis, MO",MO,2250,59.0,145,59.0,115.0,115.0,99.0,770.0,59.0,0.0,0.0,0.0,0.0
1,6,UA,"Los Angeles, CA",CA,"Chicago, IL",IL,1247,29.0,1853,25.0,246.0,242.0,205.0,1744.0,22.0,0.0,0.0,0.0,3.0
25,2,OH,"Melbourne, FL",FL,"Charlotte, NC",NC,630,304.0,817,301.0,107.0,104.0,77.0,490.0,301.0,0.0,0.0,0.0,0.0
14,5,WN,"Baltimore, MD",MD,"Orlando, FL",FL,1210,12.0,1430,39.0,140.0,167.0,144.0,787.0,0.0,0.0,27.0,0.0,12.0
27,4,DL,"Atlanta, GA",GA,"Fort Lauderdale, FL",FL,1955,63.0,2143,65.0,108.0,110.0,88.0,581.0,0.0,0.0,48.0,0.0,17.0
5,3,OO,"Cedar Rapids/Iowa City, IA",IA,"Minneapolis, MN",MN,640,117.0,804,89.0,84.0,56.0,38.0,220.0,0.0,89.0,0.0,0.0,0.0
10,1,AA,"Los Angeles, CA",CA,"Charlotte, NC",NC,1345,22.0,2126,37.0,281.0,296.0,270.0,2125.0,13.0,0.0,15.0,0.0,9.0
14,5,WN,"Miami, FL",FL,"Houston, TX",TX,1855,68.0,2040,94.0,165.0,191.0,139.0,955.0,13.0,0.0,26.0,0.0,55.0
14,5,AA,"Chicago, IL",IL,"San Antonio, TX",TX,925,4.0,1224,18.0,179.0,193.0,148.0,1041.0,4.0,0.0,14.0,0.0,0.0
30,7,WN,"Honolulu, HI",HI,"Long Beach, CA",CA,1245,26.0,2110,31.0,325.0,330.0,304.0,2569.0,0.0,0.0,5.0,0.0,26.0
7,5,G4,"Sioux Falls, SD",SD,"Phoenix, AZ",AZ,2046,40.0,2139,28.0,173.0,161.0,141.0,1072.0,5.0,0.0,0.0,0.0,23.0
26,3,AA,"Santa Ana, CA",CA,"Dallas/Fort Worth, TX",TX,1455,124.0,1955,132.0,180.0,188.0,156.0,1205.0,23.0,0.0,8.0,0.0,101.0
26,3,YX,"Indianapolis, IN",IN,"Boston, MA",MA,1415,66.0,1629,64.0,134.0,132.0,105.0,818.0,19.0,0.0,0.0,0.0,45.0
2,7,WN,"Las Vegas, NV",NV,"San Jose, CA",CA,1600,15.0,1725,18.0,85.0,88.0,63.0,386.0,11.0,0.0,3.0,0.0,4.0
20,4,DL,"Minneapolis, MN",MN,"Detroit, MI",MI,1945,0.0,2224,19.0,99.0,118.0,83.0,528.0,0.0,0.0,19.0,0.0,0.0
6,4,9E,"Dayton, OH",OH,"New York, NY",NY,1600,35.0,1756,27.0,116.0,108.0,78.0,549.0,0.0,0.0,0.0,0.0,27.0
11,2,WN,"Dallas, TX",TX,"Orlando, FL",FL,1630,31.0,2005,20.0,155.0,144.0,129.0,973.0,12.0,0.0,0.0,0.0,8.0
1,6,AA,"Charlotte, NC",NC,"Pittsburgh, PA",PA,1901,87.0,2020,103.0,79.0,95.0,64.0,366.0,5.0,0.0,16.0,0.0,82.0
27,4,OO,"Dallas/Fort Worth, TX",TX,"Alexandria, LA",LA,2127,21.0,2240,15.0,73.0,67.0,41.0,285.0,15.0,0.0,0.0,0.0,0.0
24,1,DL,"Fort Lauderdale, FL",FL,"Detroit, MI",MI,1805,0.0,2108,48.0,183.0,231.0,180.0,1127.0,0.0,0.0,48.0,0.0,0.0
24,1,YX,"Washington, DC",VA,"New York, NY",NY,1950,-3.0,2115,26.0,85.0,114.0,50.0,213.0,0.0,0.0,26.0,0.0,0.0
20,4,OO,"Sioux Falls, SD",SD,"Chicago, IL",IL,1121,65.0,1313,106.0,112.0,153.0,74.0,462.0,106.0,0.0,0.0,0.0,0.0
2,7,OO,"Phoenix, AZ",AZ,"Bakersfield, CA",CA,1417,38.0,1552,31.0,95.0,88.0,70.0,425.0,31.0,0.0,0.0,0.0,0.0
28,5,WN,"Miami, FL",FL,"Austin, TX",TX,1350,31.0,1550,50.0,180.0,199.0,170.0,1103.0,0.0,0.0,19.0,0.0,31.0
14,5,DL,"Denver, CO",CO,"Salt Lake City, UT",UT,854,54.0,1025,35.0,91.0,72.0,58.0,391.0,0.0,0.0,0.0,0.0,35.0
17,1,OO,"Allentown/Bethlehem/Easton, PA",PA,"Atlanta, GA",GA,1726,22.0,1941,17.0,135.0,130.0,108.0,692.0,0.0,17.0,0.0,0.0,0.0
23,7,DL,"Atlanta, GA",GA,"Fort Lauderdale, FL",FL,1955,11.0,2143,17.0,108.0,114.0,84.0,581.0,11.0,0.0,6.0,0.0,0.0
18,2,WN,"Chicago, IL",IL,"Dallas, TX",TX,1555,134.0,1815,137.0,140.0,143.0,105.0,793.0,3.0,0.0,3.0,0.0,131.0
30,7,WN,"Denver, CO",CO,"Memphis, TN",TN,1550,37.0,1900,18.0,130.0,111.0,100.0,872.0,18.0,0.0,0.0,0.0,0.0
2,7,UA,"Houston, TX",TX,"Philadelphia, PA",PA,1805,30.0,2222,36.0,197.0,203.0,154.0,1325.0,7.0,0.0,6.0,0.0,23.0
12,3,AA,"St. Louis, MO",MO,"Washington, DC",VA,1732,27.0,2030,24.0,118.0,115.0,102.0,719.0,0.0,0.0,0.0,0.0,24.0
26,3,WN,"Kansas City, MO",MO,"Washington, DC",VA,1645,57.0,2005,38.0,140.0,121.0,112.0,949.0,25.0,0.0,0.0,0.0,13.0
8,6,AA,"San Antonio, TX",TX,"Charlotte, NC",NC,831,18.0,1217,15.0,166.0,163.0,145.0,1095.0,15.0,0.0,0.0,0.0,0.0
21,5,UA,"Houston, TX",TX,"Phoenix, AZ",AZ,1012,17.0,1107,18.0,175.0,176.0,143.0,1009.0,7.0,0.0,1.0,0.0,10.0
5,3,YX,"Philadelphia, PA",PA,"Louisville, KY",KY,1900,85.0,2112,67.0,132.0,114.0,97.0,576.0,0.0,0.0,0.0,0.0,67.0
17,1,B6,"Ontario, CA",CA,"New York, NY",NY,2359,95.0,810,85.0,311.0,301.0,279.0,2429.0,13.0,0.0,0.0,0.0,72.0
11,2,UA,"San Diego, CA",CA,"Houston, TX",TX,800,0.0,1308,81.0,188.0,269.0,164.0,1303.0,0.0,0.0,81.0,0.0,0.0
24,1,AS,"Seattle, WA",WA,"Fairbanks, AK",AK,2055,114.0,2340,113.0,225.0,224.0,207.0,1533.0,113.0,0.0,0.0,0.0,0.0
7,5,UA,"Chicago, IL",IL,"Omaha, NE",NE,1301,69.0,1436,62.0,95.0,88.0,70.0,416.0,35.0,0.0,0.0,0.0,27.0
28,5,WN,"Sacramento, CA",CA,"Las Vegas, NV",NV,1015,6.0,1135,17.0,80.0,91.0,70.0,397.0,0.0,0.0,15.0,0.0,2.0
10,1,DL,"Atlanta, GA",GA,"Rochester, NY",NY,2155,29.0,2359,25.0,124.0,120.0,103.0,749.0,25.0,0.0,0.0,0.0,0.0
26,3,OO,"Salt Lake City, UT",UT,"Denver, CO",CO,830,-1.0,1017,17.0,107.0,125.0,75.0,391.0,17.0,0.0,0.0,0.0,0.0
1,6,OH,"Little Rock, AR",AR,"Charlotte, NC",NC,1321,38.0,1623,16.0,122.0,100.0,75.0,640.0,0.0,0.0,0.0,0.0,16.0
18,2,WN,"San Jose, CA",CA,"Spokane, WA",WA,1010,65.0,1215,51.0,125.0,111.0,98.0,742.0,1.0,0.0,0.0,0.0,50.0
4,2,WN,"Baltimore, MD",MD,"Albany, NY",NY,1655,52.0,1810,39.0,75.0,62.0,50.0,289.0,1.0,0.0,0.0,0.0,38.0
8,6,DL,"Panama City, FL",FL,"Atlanta, GA",GA,730,48.0,943,42.0,73.0,67.0,42.0,240.0,42.0,0.0,0.0,0.0,0.0
1,6,DL,"Los Angeles, CA",CA,"Minneapolis, MN",MN,1110,-3.0,1648,50.0,218.0,271.0,188.0,1535.0,0.0,0.0,50.0,0.0,0.0
12,3,UA,"Denver, CO",CO,"Grand Junction, CO",CO,1858,18.0,1956,16.0,58.0,56.0,34.0,212.0,0.0,0.0,16.0,0.0,0.0
20,4,OO,"Duluth, MN",MN,"Chicago, IL",IL,1125,1289.0,1315,1361.0,110.0,182.0,77.0,397.0,0.0,1361.0,0.0,0.0,0.0
8,6,YV,"Houston, TX",TX,"Key West, FL",FL,930,36.0,1313,38.0,163.0,165.0,144.0,915.0,0.0,0.0,38.0,0.0,0.0
27,4,WN,"Orlando, FL",FL,"Buffalo, NY",NY,2020,82.0,2255,139.0,155.0,212.0,117.0,1011.0,3.0,0.0,57.0,0.0,79.0
8,6,DL,"Jacksonville, FL",FL,"Atlanta, GA",GA,1849,24.0,2009,20.0,80.0,76.0,50.0,270.0,5.0,0.0,0.0,0.0,15.0
20,4,AA,"Dallas/Fort Worth, TX",TX,"Portland, OR",OR,900,59.0,1117,46.0,257.0,244.0,227.0,1616.0,12.0,0.0,0.0,0.0,34.0
3,1,AA,"Newark, NJ",NJ,"Charlotte, NC",NC,600,1.0,757,24.0,117.0,140.0,84.0,529.0,1.0,0.0,23.0,0.0,0.0
2,7,WN,"Houston, TX",TX,"Fort Lauderdale, FL",FL,1955,24.0,2310,31.0,135.0,142.0,108.0,957.0,24.0,0.0,7.0,0.0,0.0
2,7,DL,"Atlanta, GA",GA,"Buffalo, NY",NY,2158,66.0,2359,69.0,121.0,124.0,95.0,712.0,66.0,0.0,3.0,0.0,0.0
18,2,AA,"Charlotte, NC",NC,"Seattle, WA",WA,1653,59.0,1936,38.0,343.0,322.0,301.0,2279.0,38.0,0.0,0.0,0.0,0.0
16,7,AS,"Chicago, IL",IL,"Seattle, WA",WA,1305,28.0,1545,27.0,280.0,279.0,241.0,1721.0,0.0,0.0,0.0,0.0,27.0
4,2,AA,"Knoxville, TN",TN,"Charlotte, NC",NC,853,-5.0,1001,26.0,68.0,99.0,44.0,177.0,0.0,0.0,26.0,0.0,0.0
27,4,WN,"Kansas City, MO",MO,"Baltimore, MD",MD,1730,44.0,2055,54.0,145.0,155.0,120.0,967.0,15.0,0.0,10.0,0.0,29.0
2,7,DL,"New York, NY",NY,"Orlando, FL",FL,735,22.0,1031,20.0,176.0,174.0,135.0,944.0,20.0,0.0,0.0,0.0,0.0
22,6,OH,"Dallas/Fort Worth, TX",TX,"Jackson/Vicksburg, MS",MS,1635,21.0,1803,20.0,88.0,87.0,55.0,408.0,0.0,0.0,0.0,0.0,20.0
28,5,DL,"Atlanta, GA",GA,"Minneapolis, MN",MN,2259,63.0,40,40.0,161.0,138.0,121.0,907.0,23.0,0.0,0.0,0.0,17.0
17,1,B6,"Fort Myers, FL",FL,"Boston, MA",MA,800,-6.0,1106,18.0,186.0,210.0,164.0,1249.0,0.0,0.0,18.0,0.0,0.0
18,2,WN,"New Orleans, LA",LA,"St. Louis, MO",MO,1905,39.0,2050,44.0,105.0,110.0,89.0,604.0,0.0,0.0,5.0,0.0,39.0
27,4,HA,"Honolulu, HI",HI,"Kahului, HI",HI,1310,80.0,1400,74.0,50.0,44.0,22.0,100.0,18.0,0.0,0.0,0.0,56.0
3,1,B6,"New York, NY",NY,"San Francisco, CA",CA,1100,-1.0,1432,34.0,392.0,427.0,388.0,2586.0,0.0,0.0,34.0,0.0,0.0
21,5,YX,"Columbus, OH",OH,"New York, NY",NY,1754,-1.0,2000,23.0,126.0,150.0,92.0,483.0,0.0,0.0,23.0,0.0,0.0
7,5,WN,"Chicago, IL",IL,"Orlando, FL",FL,1550,26.0,1930,21.0,160.0,155.0,132.0,1005.0,0.0,0.0,0.0,0.0,21.0
29,6,B6,"Atlanta, GA",GA,"Boston, MA",MA,1240,39.0,1522,20.0,162.0,143.0,114.0,946.0,8.0,0.0,0.0,0.0,12.0
15,6,UA,"Kahului, HI",HI,"San Francisco, CA",CA,1450,63.0,2236,73.0,286.0,296.0,271.0,2338.0,24.0,0.0,10.0,0.0,39.0
18,2,OO,"Reno, NV",NV,"Los Angeles, CA",CA,700,-1.0,842,52.0,102.0,155.0,65.0,391.0,52.0,0.0,0.0,0.0,0.0
14,5,UA,"Denver, CO",CO,"Savannah, GA",GA,1810,-2.0,2315,33.0,185.0,220.0,192.0,1414.0,0.0,0.0,33.0,0.0,0.0
23,7,WN,"Boise, ID",ID,"Denver, CO",CO,1625,49.0,1815,34.0,110.0,95.0,81.0,649.0,0.0,0.0,0.0,0.0,34.0
17,1,WN,"Dallas, TX",TX,"Chicago, IL",IL,1035,15.0,1240,17.0,125.0,127.0,109.0,793.0,15.0,0.0,2.0,0.0,0.0
25,2,NK,"Orlando, FL",FL,"Atlantic City, NJ",NJ,1410,92.0,1626,90.0,136.0,134.0,107.0,852.0,90.0,0.0,0.0,0.0,0.0
1,6,DL,"New York, NY",NY,"Dallas/Fort Worth, TX",TX,1830,159.0,2148,154.0,258.0,253.0,209.0,1391.0,0.0,27.0,0.0,0.0,127.0
7,5,UA,"Louisville, KY",KY,"Houston, TX",TX,1709,-1.0,1838,15.0,149.0,165.0,132.0,788.0,0.0,0.0,15.0,0.0,0.0
4,2,OO,"Salt Lake City, UT",UT,"Tucson, AZ",AZ,1515,-1.0,1611,15.0,116.0,132.0,86.0,601.0,15.0,0.0,0.0,0.0,0.0
13,4,DL,"Jackson, WY",WY,"Salt Lake City, UT",UT,700,-6.0,815,33.0,75.0,114.0,47.0,205.0,0.0,0.0,33.0,0.0,0.0
19,3,WN,"Denver, CO",CO,"Los Angeles, CA",CA,2155,149.0,2325,141.0,150.0,142.0,127.0,862.0,60.0,0.0,0.0,0.0,81.0
26,3,WN,"Boston, MA",MA,"Baltimore, MD",MD,1815,8.0,1945,19.0,90.0,101.0,78.0,369.0,0.0,0.0,11.0,0.0,8.0
3,1,9E,"Lansing, MI",MI,"Detroit, MI",MI,526,127.0,630,103.0,64.0,40.0,19.0,74.0,103.0,0.0,0.0,0.0,0.0
21,5,HA,"Kahului, HI",HI,"Honolulu, HI",HI,1530,71.0,1616,67.0,46.0,42.0,27.0,100.0,8.0,0.0,0.0,0.0,59.0
29,6,YV,"Houston, TX",TX,"Mission/McAllen/Edinburg, TX",TX,1000,26.0,1122,41.0,82.0,97.0,53.0,316.0,26.0,0.0,15.0,0.0,0.0
7,5,MQ,"Dallas/Fort Worth, TX",TX,"Tallahassee, FL",FL,839,59.0,1152,53.0,133.0,127.0,102.0,767.0,22.0,0.0,0.0,0.0,31.0
20,4,G4,"Wichita, KS",KS,"Las Vegas, NV",NV,1140,161.0,1224,191.0,164.0,194.0,143.0,986.0,0.0,0.0,191.0,0.0,0.0
5,3,YX,"Boston, MA",MA,"Cleveland, OH",OH,1725,30.0,1946,24.0,141.0,135.0,94.0,563.0,24.0,0.0,0.0,0.0,0.0
21,5,WN,"Austin, TX",TX,"Washington, DC",VA,1230,41.0,1640,18.0,190.0,167.0,148.0,1315.0,17.0,0.0,0.0,0.0,1.0
20,4,DL,"Atlanta, GA",GA,"Madison, WI",WI,1005,4.0,1105,20.0,120.0,136.0,118.0,707.0,0.0,0.0,20.0,0.0,0.0
16,7,WN,"New Orleans, LA",LA,"Fort Lauderdale, FL",FL,2135,51.0,20,62.0,105.0,116.0,102.0,674.0,0.0,18.0,11.0,0.0,33.0
20,4,WN,"Orlando, FL",FL,"Indianapolis, IN",IN,2145,39.0,10,31.0,145.0,137.0,120.0,829.0,0.0,0.0,0.0,0.0,31.0
20,4,AA,"Dallas/Fort Worth, TX",TX,"Fort Lauderdale, FL",FL,1429,49.0,1808,105.0,159.0,215.0,138.0,1119.0,0.0,49.0,56.0,0.0,0.0
12,3,9E,"Atlanta, GA",GA,"Valdosta, GA",GA,1534,55.0,1639,44.0,65.0,54.0,36.0,208.0,44.0,0.0,0.0,0.0,0.0
3,1,ZW,"Chicago, IL",IL,"Dayton, OH",OH,2008,10.0,2227,20.0,79.0,89.0,45.0,240.0,10.0,0.0,10.0,0.0,0.0
16,7,WN,"Denver, CO",CO,"Sacramento, CA",CA,800,17.0,930,17.0,150.0,150.0,128.0,909.0,17.0,0.0,0.0,0.0,0.0
26,3,9E,"Charleston, SC",SC,"New York, NY",NY,1754,0.0,2000,15.0,126.0,141.0,92.0,641.0,0.0,0.0,15.0,0.0,0.0
7,5,OO,"Denver, CO",CO,"Salina, KS",KS,1428,148.0,1651,136.0,83.0,71.0,54.0,383.0,136.0,0.0,0.0,0.0,0.0
22,6,B6,"Salt Lake City, UT",UT,"Fort Lauderdale, FL",FL,2359,951.0,630,927.0,271.0,247.0,231.0,2084.0,692.0,0.0,0.0,0.0,235.0
10,1,DL,"Atlanta, GA",GA,"Oklahoma City, OK",OK,1340,33.0,1451,25.0,131.0,123.0,107.0,761.0,0.0,0.0,0.0,0.0,25.0
5,3,C5,"Denver, CO",CO,"Santa Fe, NM",NM,1120,35.0,1240,22.0,80.0,67.0,46.0,303.0,8.0,0.0,0.0,0.0,14.0
18,2,C5,"Houston, TX",TX,"Shreveport, LA",LA,1428,27.0,1529,45.0,61.0,79.0,39.0,192.0,27.0,0.0,18.0,0.0,0.0
1,6,AA,"Charlotte, NC",NC,"Detroit, MI",MI,1714,97.0,1859,95.0,105.0,103.0,81.0,500.0,0.0,22.0,0.0,0.0,73.0
20,4,UA,"Chicago, IL",IL,"Harrisburg, PA",PA,1827,38.0,2121,119.0,114.0,195.0,86.0,594.0,0.0,0.0,81.0,0.0,38.0
5,3,OO,"Lake Charles, LA",LA,"Dallas/Fort Worth, TX",TX,605,-4.0,733,35.0,88.0,127.0,102.0,295.0,35.0,0.0,0.0,0.0,0.0
10,1,DL,"Atlanta, GA",GA,"Cincinnati, OH",KY,2052,19.0,2218,15.0,86.0,82.0,58.0,373.0,6.0,0.0,0.0,0.0,9.0
29,6,UA,"Hartford, CT",CT,"Chicago, IL",IL,611,50.0,751,31.0,160.0,141.0,119.0,783.0,31.0,0.0,0.0,0.0,0.0
19,3,F9,"Tampa, FL",FL,"Buffalo, NY",NY,2211,39.0,56,30.0,165.0,156.0,132.0,1053.0,2.0,0.0,0.0,0.0,28.0
9,7,DL,"Seattle, WA",WA,"Salt Lake City, UT",UT,545,39.0,849,21.0,124.0,106.0,85.0,689.0,21.0,0.0,0.0,0.0,0.0
16,7,F9,"Cincinnati, OH",KY,"Orlando, FL",FL,1326,4.0,1543,19.0,137.0,152.0,110.0,757.0,4.0,0.0,15.0,0.0,0.0
9,7,YX,"Newark, NJ",NJ,"Providence, RI",RI,2045,-4.0,2156,24.0,71.0,99.0,41.0,160.0,0.0,0.0,24.0,0.0,0.0
17,1,AA,"Chicago, IL",IL,"New York, NY",NY,1120,-4.0,1430,29.0,130.0,163.0,107.0,740.0,0.0,0.0,29.0,0.0,0.0
19,3,WN,"Houston, TX",TX,"Memphis, TN",TN,2210,46.0,2340,60.0,90.0,104.0,85.0,484.0,0.0,0.0,56.0,0.0,4.0
2,7,YX,"Newark, NJ",NJ,"Cleveland, OH",OH,912,103.0,1102,88.0,110.0,95.0,71.0,404.0,9.0,0.0,0.0,0.0,79.0
1,6,G7,"Newark, NJ",NJ,"Charlotte, NC",NC,1229,34.0,1427,43.0,118.0,127.0,93.0,529.0,34.0,0.0,9.0,0.0,0.0
10,1,G4,"Flint, MI",MI,"Savannah, GA",GA,2013,9.0,2212,19.0,119.0,129.0,102.0,760.0,0.0,0.0,10.0,0.0,9.0
14,5,WN,"Tampa, FL",FL,"Baltimore, MD",MD,1445,-1.0,1700,20.0,135.0,156.0,111.0,842.0,0.0,0.0,20.0,0.0,0.0
1,6,PT,"Philadelphia, PA",PA,"Richmond, VA",VA,1905,-8.0,2013,125.0,68.0,201.0,53.0,198.0,0.0,0.0,125.0,0.0,0.0
2,7,9E,"New York, NY",NY,"Worcester, MA",MA,1430,47.0,1535,34.0,65.0,52.0,28.0,146.0,15.0,0.0,0.0,0.0,19.0
5,3,AA,"Cincinnati, OH",KY,"Dallas/Fort Worth, TX",TX,1227,20.0,1400,28.0,153.0,161.0,131.0,812.0,0.0,9.0,8.0,0.0,11.0
6,4,DL,"Minneapolis, MN",MN,"St. Louis, MO",MO,2245,31.0,16,37.0,91.0,97.0,68.0,448.0,0.0,0.0,6.0,0.0,31.0
20,4,WN,"Chicago, IL",IL,"Nashville, TN",TN,1800,29.0,1925,56.0,85.0,112.0,61.0,395.0,4.0,0.0,27.0,0.0,25.0
6,4,WN,"Orlando, FL",FL,"Providence, RI",RI,2220,35.0,100,23.0,160.0,148.0,133.0,1072.0,8.0,0.0,0.0,0.0,15.0
27,4,OO,"Cleveland, OH",OH,"Detroit, MI",MI,628,1.0,723,19.0,55.0,73.0,29.0,95.0,19.0,0.0,0.0,0.0,0.0
30,7,AA,"Charlotte, NC",NC,"Phoenix, AZ",AZ,1805,173.0,1937,172.0,272.0,271.0,244.0,1773.0,172.0,0.0,0.0,0.0,0.0
4,2,WN,"Oklahoma City, OK",OK,"Denver, CO",CO,1505,53.0,1545,56.0,100.0,103.0,76.0,495.0,0.0,0.0,3.0,0.0,53.0
18,2,WN,"Ontario, CA",CA,"Denver, CO",CO,1635,57.0,1940,47.0,125.0,115.0,103.0,819.0,0.0,0.0,20.0,0.0,27.0
