date,station_name,degrees_from_mean,longitude,latitude,max_temp,min_temp,type
2013-02-01,RED OAK,-15.34,-95.2419,41.0036,-12.2,-21.1,Weak Cold
2013-07-09,LAS VEGAS MUNI AP,3.28,-105.1419,35.6542,31.1,15.6,Weak Hot
2013-01-29,TRAVERSE CITY CHERRY CPTL AP,13.0,-85.5825,44.7408,10.6,0.0,Weak Hot
2013-11-28,OAKLAND 1 SE,-13.05,-79.4,39.4133,-2.8,-8.9,Weak Cold
2013-07-17,TALKEETNA AP,4.35,-150.095,62.32,21.1,14.4,Weak Hot
2013-08-19,BAY MINETTE,-7.19,-87.7853,30.8839,25.0,21.7,Weak Cold
2013-09-07,SPOONER AG RES STN,20.97,-91.8761,45.8236,31.7,18.9,Strong Hot
2013-09-03,SOLOMONS,5.49,-76.4525,38.3197,31.1,23.9,Weak Hot
2013-06-02,NESS CITY,-11.53,-99.91,38.4478,23.3,3.9,Weak Cold
2013-09-04,WICKENBURG,8.9,-112.7403,33.9792,40.0,25.0,Weak Hot
2013-12-26,CAMPO,9.62,-116.4728,32.6233,17.2,10.0,Weak Hot
2013-07-02,CLAREMORE 2 ENE,-8.18,-95.5808,36.3225,28.3,12.8,Weak Cold
2013-06-13,MTN DELL DAM,9.27,-111.7222,40.7497,29.4,16.7,Weak Hot
2013-06-29,MARLIN 3 NE,7.26,-96.8581,31.3336,40.0,22.2,Weak Hot
2013-09-08,WAUPACA,9.09,-89.0592,44.3547,31.1,12.8,Weak Hot
2013-11-02,CLERMONT 9 S,7.72,-81.7233,28.4558,32.8,20.0,Weak Hot
2013-07-06,WALKERTON 2 NW,7.73,-77.04,37.7433,33.3,27.2,Weak Hot
2013-09-06,STEAMBOAT SPRINGS,8.93,-106.8233,40.4883,27.8,10.0,Weak Hot
2013-09-09,TAHOE CITY,6.58,-120.1428,39.1678,27.8,7.2,Weak Hot
2013-05-06,SUMTER,-9.81,-80.3569,33.9364,18.3,11.1,Weak Cold
2013-12-06,SILVER LAKE BRIGHTON,-27.72,-111.5842,40.6008,-15.0,-25.6,Strong Cold
2013-11-28,MOBERLY,-14.22,-92.4369,39.4194,-2.2,-9.4,Weak Cold
2013-07-20,HANCOCK EXP FARM,8.15,-89.5358,44.1186,32.8,23.3,Weak Hot
2013-10-29,WEST BRANCH 3SE,-8.21,-84.2011,44.2542,6.1,-6.1,Weak Cold
2013-11-24,VICHY ROLLA NATIONAL AP,-29.85,-91.7683,38.1311,-2.7,-12.1,Strong Cold
2013-06-13,ESCALANTE,7.6,-111.5978,37.7686,33.3,16.7,Weak Hot
2013-08-26,KEARNEY 4 NE,5.8,-99.0133,40.7258,36.1,21.7,Weak Hot
2013-05-22,PALACIOS MUNI AP,5.26,-96.2536,28.7247,31.1,26.1,Weak Hot
2013-05-26,HAYS 1 S,9.06,-99.3358,38.8586,32.8,19.4,Weak Hot
2013-10-28,GRAND RPDS FOREST LAB,-8.84,-93.4975,47.2436,3.3,-7.8,Weak Cold
2013-09-02,STONEVILLE EXP STA,5.85,-90.9108,33.4311,33.3,23.3,Weak Hot
2013-04-19,BINGHAM 2 NE,-8.73,-106.3494,33.9114,16.7,-6.1,Weak Cold
2013-06-20,DENIO,-8.19,-118.6339,41.9892,19.4,-0.6,Weak Cold
2013-05-14,WATERTOWN RGNL AP,11.73,-97.1494,44.9047,31.7,10.0,Weak Hot
2013-01-13,OLGA 2 SE,-8.93,-122.8064,48.6117,1.7,-7.2,Weak Cold
2013-01-26,BARSTOW DAGGETT AP,7.97,-116.7858,34.8536,17.8,10.6,Weak Hot
2013-03-19,PIERCE 1 E,8.2,-96.1817,29.2353,31.1,13.9,Weak Hot
2013-06-30,ZION NP,20.24,-112.9814,37.2092,44.4,26.7,Strong Hot
2013-05-04,ROLLA MISSOURI S&T,-32.57,-91.7758,37.9572,3.9,0.6,Strong Cold
2013-03-04,GASSAWAY,-15.66,-80.7672,38.665,-1.7,-4.4,Weak Cold
2013-05-22,JAMESTOWN 2 NW,11.37,-80.4681,41.4992,28.9,18.3,Weak Hot
2013-06-28,PASO ROBLES MUNI AP,19.8,-120.6283,35.6697,42.2,18.9,Strong Hot
2013-04-03,OWEN 2N,-15.05,-90.5545,44.98,0.6,-15.0,Weak Cold
2013-06-26,ABILENE RGNL AP,5.1,-99.6822,32.4106,38.3,25.6,Weak Hot
2013-07-19,DUTCH HARBOR,6.74,-166.5433,53.895,20.6,9.4,Weak Hot
2013-03-04,HAIWEE,8.03,-117.9528,36.1389,23.3,10.6,Weak Hot
2013-05-21,NANTUCKET MEM AP,5.47,-70.0608,41.2531,16.1,13.3,Weak Hot
2013-05-05,MILAN EXP STN,-9.89,-88.7267,35.9328,17.8,3.3,Weak Cold
2013-09-16,ENNIS,9.38,-111.7111,45.3394,27.2,12.8,Weak Hot
2013-09-27,SAINT ANTHONY,-14.37,-111.6789,43.9517,8.3,1.7,Weak Cold
2013-09-05,HENSHAW DAM,8.33,-116.7614,33.2372,34.4,16.7,Weak Hot
2013-03-30,ELKO RGNL AP,10.42,-115.7886,40.8289,21.1,-1.7,Weak Hot
2013-04-04,HONDO,-13.32,-99.1383,29.3364,14.4,8.9,Weak Cold
2013-04-02,LA HARPE,-10.88,-90.9686,40.5839,6.7,-6.7,Weak Cold
2013-06-07,ELLSWORTH 1 E,-11.56,-92.4586,44.7303,13.9,10.0,Weak Cold
2013-10-26,MURFREESBORO 5 N,-11.75,-86.3728,35.9203,11.1,-4.4,Weak Cold
2013-10-07,ELMIRA,24.87,-76.8358,42.0997,26.7,17.2,Strong Hot
2013-05-14,GUAM INTL AP,4.12,144.7961,13.4836,32.2,27.8,Weak Hot
2013-01-30,FREMONT,30.03,-83.1189,41.3331,17.2,4.4,Strong Hot
2013-11-29,PLEASANT MT 1 W,-12.07,-75.4464,41.7394,-5.0,-11.7,Weak Cold
2013-04-09,MOSBY 4 ENE,-28.15,-107.8225,47.0219,-1.1,-12.2,Strong Cold
2013-01-11,BANKHEAD LOCK & DAM,14.91,-87.3572,33.4528,19.4,15.0,Weak Hot
2013-01-14,GALAX RADIO WBRF,30.66,-80.9139,36.6633,18.3,12.8,Strong Hot
2013-05-25,MATAGORDA NO 2,4.6,-95.9733,28.6836,28.3,25.6,Weak Hot
2013-09-06,MALTA 35 S,23.51,-107.9556,47.8417,36.1,16.1,Strong Hot
2013-01-31,SELINSGROVE 2 S,15.51,-76.8617,40.7831,17.2,0.0,Weak Hot
2013-07-19,BURLINGTON MUNI AP,5.61,-91.1253,40.7833,35.0,24.4,Weak Hot
2013-12-01,LEMMON,15.79,-102.1575,45.9397,10.0,3.3,Weak Hot
2013-05-07,ORLANDO EXECUTIVE AP,-5.95,-81.3331,28.5453,26.1,13.9,Weak Cold
2013-07-27,HURON RGNL AP,-10.25,-98.2231,44.3981,21.7,6.1,Weak Cold
2013-06-03,EVENING SHADE 1 NNE,-9.46,-91.6169,36.0717,21.7,13.9,Weak Cold
2013-10-05,HOT SPRINGS 1 NNE,10.39,-93.0486,34.5128,29.4,20.6,Weak Hot
2013-06-07,SPARTA,-12.25,-90.8164,43.9364,13.9,10.6,Weak Cold
2013-01-13,OLNEY 2S,14.56,-88.0817,38.7003,17.8,-7.8,Weak Hot
2013-01-10,WALKERTON 2 NW,28.14,-77.04,37.7433,23.3,10.6,Strong Hot
2013-04-30,YUMA PROVING GROUND,7.7,-114.3942,32.8356,38.3,21.7,Weak Hot
2013-01-25,OLTON,12.58,-102.1356,34.1797,23.9,-1.1,Weak Hot
2013-10-04,MCALESTER RGNL AP,12.24,-95.7831,34.8822,30.6,22.8,Weak Hot
2013-06-05,PRESTON,-10.96,-92.0747,43.6725,15.0,10.6,Weak Cold
2013-07-30,RIVER FALLS,-8.36,-92.6122,44.8542,24.4,7.2,Weak Cold
2013-01-12,BREVARD,13.88,-82.7358,35.2283,13.9,10.0,Weak Hot
2013-10-30,MAYVILLE,-9.3,-97.3514,47.4989,1.7,-7.8,Weak Cold
2013-01-12,BATTLE CREEK 5NW,27.87,-85.2667,42.3667,14.4,3.9,Strong Hot
2013-05-02,HALF MOON BAY,13.01,-122.4433,37.4725,29.4,5.6,Weak Hot
2013-05-04,BRUNSWICK MALCOLM MCKINNON AP,-6.57,-81.3908,31.1522,21.1,17.2,Weak Cold
2013-10-30,CANANDAIGUA 3 S,-8.98,-77.2808,42.8453,7.8,-3.3,Weak Cold
2013-03-04,PENDLETON BR EXP STN,-7.91,-118.6264,45.7206,8.9,-7.8,Weak Cold
2013-06-30,KALISPELL GLACIER AP,10.24,-114.2636,48.3042,32.2,11.7,Weak Hot
2013-11-23,LUBBOCK,-17.95,-101.8136,33.6542,-0.5,-3.8,Weak Cold
2013-11-01,D'LO 2 SW,12.88,-89.9328,31.9544,25.6,17.8,Weak Hot
2013-08-16,BIG RAPIDS WTR WKS,-9.75,-85.4822,43.7072,25.0,2.8,Weak Cold
2013-07-19,SPRINGFIELD EXP STN,-7.22,-86.8414,36.4711,32.2,11.7,Weak Cold
2013-01-28,MILAN 1 NW,16.66,-95.9269,45.1219,2.8,-0.6,Weak Hot
2013-01-14,WARREN,18.15,-79.1494,41.8467,18.3,1.7,Weak Hot
2013-04-12,ST PETERSBURG AP,4.59,-82.6261,27.7628,26.1,23.3,Weak Hot
2013-12-07,FREEDOM,-28.76,-99.1128,36.7647,-5.6,-18.9,Strong Cold
2013-06-08,KODIAK AP,9.83,-152.4856,57.7511,22.8,5.0,Weak Hot
2013-08-07,CARSON CITY,9.35,-119.7678,39.1253,28.9,18.9,Weak Hot
2013-05-15,HEBER BLACK MESA RS,9.75,-110.5581,34.3925,24.4,11.7,Weak Hot
2013-04-17,SAINT MARIES,-6.39,-116.5789,47.3164,7.8,-5.0,Weak Cold
2013-07-28,ANGLETON 2 W,5.17,-95.4592,29.1572,38.3,20.0,Weak Hot
2013-01-29,ELKINS RANDOLPH CO AP,16.72,-79.8528,38.8853,20.6,2.8,Weak Hot
2013-11-26,CAMDEN 1,-16.87,-92.8236,33.59,1.7,-0.6,Weak Cold
2013-12-13,OLNEY 2S,-15.56,-88.0817,38.7003,-6.1,-18.9,Weak Cold
2013-05-10,BLAINE,5.09,-122.7928,48.9775,19.4,12.2,Weak Hot
2013-05-15,MEDICINE BOW,9.51,-106.2061,41.8969,27.8,4.4,Weak Hot
2013-10-05,ALLEGANY SP,13.18,-78.7497,42.1003,22.8,15.6,Weak Hot
2013-01-29,BRISTOL TRI CITY AP,13.97,-82.4044,36.4731,21.1,3.9,Weak Hot
2013-07-02,GRAHAM,-8.65,-98.5669,33.1203,31.7,13.3,Weak Cold
2013-04-04,PROSPECT 2 SW,7.82,-122.5164,42.7342,20.0,8.9,Weak Hot
2013-10-04,LAFAYETTE RGNL AP,8.6,-91.9875,30.205,30.6,23.3,Weak Hot
2013-04-09,CEDAR CITY MUNI AP,-15.42,-113.0944,37.7086,1.1,-2.1,Weak Cold
2013-12-02,NORTH ISLAND NAS,10.55,-117.2,32.7,28.9,12.8,Weak Hot
2013-09-06,BONNERS FERRY,10.34,-116.3103,48.6928,22.8,16.1,Weak Hot
2013-08-27,DEER LODGE 3 W,9.81,-112.7975,46.3911,27.2,15.0,Weak Hot
2013-08-25,MEDICINE CREEK DAM,5.71,-100.2228,40.3761,37.2,21.1,Weak Hot
2013-07-17,ELKHART,-11.51,-101.8867,37.0058,22.8,16.7,Weak Cold
2013-08-28,PEORIA GTR PEORIA AP,6.96,-89.6839,40.6675,35.6,23.3,Weak Hot
2013-02-01,WAUSAU DWTN AP,-14.8,-89.6256,44.9258,-17.2,-24.4,Weak Cold
2013-04-17,PRIEST RIVER EXP STN,-7.1,-116.8353,48.3511,12.8,-7.8,Weak Cold
2013-10-05,TRIPOLI,12.0,-92.2575,42.8125,21.7,15.6,Weak Hot
2013-04-09,MOORHEAD 9 NE,-30.43,-105.7517,45.1758,-5.0,-10.6,Strong Cold
2013-01-15,WIKIEUP,-13.29,-113.6136,34.7061,5.0,-5.6,Weak Cold
2013-07-15,HARTFORD BRAINARD FLD,5.78,-72.6506,41.7361,33.9,23.3,Weak Hot
2013-05-15,BURWELL,13.81,-99.1433,41.7769,36.1,15.0,Weak Hot
2013-12-07,AINSWORTH,-18.42,-99.8556,42.5522,-15.0,-27.2,Weak Cold
2013-08-13,DE RIDDER,3.03,-93.2869,30.8428,34.4,25.0,Weak Hot
2013-10-28,MORRISON,-9.15,-89.9744,41.8039,13.3,-5.0,Weak Cold
2013-01-14,GASCON,-17.58,-105.4481,35.8917,-11.1,-17.8,Weak Cold
2013-03-26,MCALESTER RGNL AP,-11.35,-95.7831,34.8822,11.7,-6.1,Weak Cold
2013-11-27,ST LOUIS LAMBERT INTL AP,-13.79,-90.3736,38.7525,-1.0,-7.7,Weak Cold
2013-01-27,MCPHERSON,10.95,-97.6097,38.3772,13.9,3.9,Weak Hot
2013-04-14,CARSON CITY,11.93,-119.7678,39.1253,19.4,12.2,Weak Hot
2013-09-05,WENATCHEE,7.62,-120.31,47.4289,32.8,18.3,Weak Hot
2013-10-02,BARTOW,6.28,-81.8433,27.8986,33.9,25.0,Weak Hot
2013-09-12,WILMINGTON 3 N,10.18,-83.85,39.4833,32.2,21.7,Weak Hot
2013-12-27,WOODLAND HLS PIERCE CL,9.43,-118.5744,34.1819,29.4,5.0,Weak Hot
2013-08-25,ROCKY MT 8 ESE,-8.32,-77.6805,35.8936,26.1,11.1,Weak Cold
2013-12-05,MCCAMEY,11.41,-102.2217,31.1331,27.8,-0.6,Weak Hot
2013-12-06,HOMERVILLE 5 N,9.78,-82.8003,31.0767,27.8,13.9,Weak Hot
2013-06-27,FLOYDADA,14.53,-101.3339,33.985,40.0,23.3,Strong Hot
2013-08-29,STARTUP 1 E,5.21,-121.7175,47.8664,26.7,16.1,Weak Hot
2013-04-09,GORDON 6N,-13.24,-102.2036,42.8947,11.7,-13.9,Weak Cold
2013-03-31,ANTIOCH PUMPING PLANT #3,6.16,-121.7525,37.9833,20.6,12.8,Weak Hot
2013-03-17,WOODBURY 1 WNW,11.77,-86.0894,35.8375,28.9,1.7,Weak Hot
2013-01-11,WINONA 5 E,16.05,-89.6244,33.4847,18.9,14.4,Weak Hot
2013-07-01,RANDSBURG,4.99,-117.6525,35.3692,41.7,25.0,Weak Hot
2013-10-05,CONCORD,8.35,-80.5833,35.4111,31.1,13.3,Weak Hot
2013-11-22,SCOTT CITY,-16.21,-100.9175,38.4747,-3.3,-7.2,Weak Cold
2013-09-10,WARRENTON 1 N,19.1,-91.1386,38.835,36.7,22.8,Strong Hot
2013-04-20,FULLERTON 1 ESE,-12.86,-98.4,46.1581,0.6,-13.3,Weak Cold
2013-04-11,CHADRON 3SW,-39.98,-103.0533,42.8083,-5.0,-19.4,Strong Cold
2013-11-28,CHERAW,-9.2,-79.8833,34.7319,8.9,-5.6,Weak Cold
2013-12-24,WHEATON,-34.31,-96.5042,45.8081,-22.2,-28.9,Strong Cold
2013-03-03,TALLAHASSEE,-12.65,-84.3289,30.3975,10.6,-0.6,Weak Cold
2013-09-10,ANNA 2 NNE,8.22,-89.2344,37.4814,34.4,22.8,Weak Hot
2013-12-13,MOAB,-20.96,-109.5458,38.5744,-3.9,-15.6,Strong Cold
2013-11-12,CHARLOTTE AMALIE AP,2.1,-64.9667,18.3331,31.7,26.1,Weak Hot
2013-12-23,CHARLESTON INTL AP,11.08,-80.0403,32.8986,27.8,15.0,Weak Hot
2013-05-23,ASTORIA RGNL AP,-5.12,-123.8825,46.1569,10.6,7.8,Weak Cold
2013-08-21,SPRINGER,10.86,-104.585,36.3628,33.9,22.8,Weak Hot
2013-05-03,HUGOTON,-11.25,-101.34,37.1639,17.8,-1.1,Weak Cold
2013-12-05,CHEMULT,-24.47,-121.7894,43.2292,-6.1,-24.4,Strong Cold
2013-07-14,MOOSE LAKE 1 SSE,7.62,-92.7578,46.4378,25.6,20.6,Weak Hot
2013-05-13,MANLEY HOT SPRINGS,-9.29,-150.638,64.9989,6.7,-9.4,Weak Cold
2013-07-21,ANCHORAGE INTL AP,6.47,-150.0278,61.1689,25.0,12.2,Weak Hot
2013-11-23,BISMARCK,-16.17,-100.7603,46.7708,-7.1,-23.8,Weak Cold
2013-07-17,SANDERSON,-9.04,-102.3917,30.1414,24.4,17.2,Weak Cold
2013-11-27,APALACHICOLA AIRPORT,-9.43,-85.0206,29.7258,12.8,4.4,Weak Cold
2013-11-15,SALTVILLE 1N,-8.56,-81.7711,36.8894,12.2,-8.9,Weak Cold
2013-05-08,CUTHBERT,-7.34,-84.7931,31.7672,22.2,8.3,Weak Cold
2013-11-14,CROSS CITY 1 E,-10.78,-83.1053,29.6333,12.8,2.8,Weak Cold
2013-04-05,CHARDON,-9.25,-81.1833,41.5833,12.8,-7.8,Weak Cold
2013-01-14,BIRCH HILL DAM,14.73,-72.1233,42.6325,7.8,1.7,Weak Hot
2013-09-03,HAWKINSVILLE,5.14,-83.4681,32.2842,32.2,22.8,Weak Hot
2013-10-06,EATON,12.79,-84.6336,39.7347,26.7,17.2,Weak Hot
2013-05-04,SANTUCK,-11.48,-81.5206,34.635,16.1,10.6,Weak Cold
2013-01-30,LEWISBURG 3 N,14.59,-80.4042,37.8564,18.9,5.6,Weak Hot
2013-05-04,MILFORD 4 NW,-15.96,-95.1842,43.3828,5.6,0.0,Weak Cold
2013-12-22,DOUGLAS,9.92,-82.8206,31.4889,27.2,6.1,Weak Hot
2013-01-30,ALBANY 3 SE,11.09,-84.1489,31.5339,26.7,13.3,Weak Hot
2013-01-03,ABERDEEN EXP STN,-13.57,-112.8253,42.9536,-13.9,-26.1,Weak Cold
2013-04-19,TUCUMCARI MUNI AP,-9.51,-103.6031,35.1822,20.0,-3.8,Weak Cold
2013-04-04,PLAINS SW GA EXP STN,-14.28,-84.3711,32.0467,10.6,8.9,Weak Cold
2013-05-15,MARSHALLTOWN,12.99,-92.9244,42.0647,35.0,13.3,Weak Hot
2013-08-18,NEW BRAUNFELS,-5.04,-98.1189,29.7192,35.6,17.2,Weak Cold
2013-12-04,EVANSVILLE REGIONAL AP,14.23,-87.5206,38.0442,21.1,9.4,Weak Hot
2013-01-30,APPLETON,12.36,-88.4378,44.2769,8.3,-0.6,Weak Hot
2013-01-15,CASTLE HOT SPRINGS,-8.62,-112.3617,33.9825,11.1,-3.9,Weak Cold
2013-10-05,DUBOIS S IN FORAGE FM,11.23,-86.6983,38.4558,28.9,17.8,Weak Hot
2013-06-08,SACRAMENTO EXECUTIVE AP,11.5,-121.495,38.5069,42.2,18.3,Weak Hot
2013-07-11,TAYLOR PARK,4.62,-106.6086,38.8183,26.7,7.8,Weak Hot
2013-09-09,CONCORDIA MUNI AP,9.6,-97.6508,39.5514,35.6,22.8,Weak Hot
2013-12-25,PALM SPRINGS,7.02,-116.5097,33.8275,25.6,13.3,Weak Hot
2013-10-05,JUNCTION 4SSW,10.4,-99.8045,30.4453,31.7,21.1,Weak Hot
2013-12-09,FAIRFIELD,-31.24,-112.0944,40.2703,-8.9,-28.9,Strong Cold
2013-07-14,O'NEILL,6.1,-98.6564,42.4594,35.0,22.8,Weak Hot
2013-01-12,GRIGGSVILLE,16.18,-90.7086,39.7378,13.9,7.8,Weak Hot
2013-01-29,ASHLAND,15.07,-77.4833,37.75,22.8,5.6,Weak Hot
2013-06-29,KANAB,18.27,-112.5367,37.0286,39.4,20.6,Strong Hot
2013-05-04,BRIDGEWATER,-27.2,-97.5017,43.5525,5.0,-1.7,Strong Cold
2013-05-18,ALICEVILLE,7.06,-88.155,33.1272,27.2,21.1,Weak Hot
2013-08-24,LONG BEACH DAUGHERTY FLD,-3.34,-118.1464,33.8117,27.8,15.0,Weak Cold
2013-02-17,PLYMOUTH 5 E,-13.0,-76.6592,35.8722,0.6,-2.8,Weak Cold
2013-09-06,BILLINGS LOGAN INTL AP,9.29,-108.5422,45.8069,32.8,17.8,Weak Hot
2013-05-02,FORESTBURG 4 NNE,-13.31,-98.0833,44.0686,8.9,-1.7,Weak Cold
2013-05-05,USHER TWR,-6.46,-82.8186,29.4083,24.4,9.4,Weak Cold
2013-05-03,HOBART MUNI AP,-15.62,-99.0525,34.9894,18.9,-1.6,Weak Cold
2013-09-04,SANTA ANA FIRE STN,4.82,-117.8667,33.7442,34.4,21.7,Weak Hot
2013-01-12,CLEVELAND,16.38,-81.86,41.4131,16.1,9.4,Weak Hot
2013-12-31,GENOA DAM 8,-14.72,-91.2294,43.5706,-15.6,-19.4,Weak Cold
2013-03-11,MACKAY LOST RIVER RS,8.5,-113.6317,43.9181,8.9,1.7,Weak Hot
2013-01-15,MOREHEAD CITY 2 WNW,7.84,-76.7358,34.7336,21.1,11.7,Weak Hot
2013-11-27,NASHVILLE INTL AP,-14.03,-86.6892,36.1189,1.7,-6.0,Weak Cold
2013-05-14,DES MOINES INTL AP,11.88,-93.6531,41.5339,34.4,16.1,Weak Hot
2013-06-20,WOODRUFF,-6.6,-111.1494,41.525,22.2,-2.8,Weak Cold
2013-11-13,MT STERLING,-11.25,-83.9333,38.0583,1.7,-9.4,Weak Cold
2013-09-07,WOOD,10.59,-100.4794,43.4978,36.1,20.0,Weak Hot
2013-09-12,HARTLINE,11.27,-119.1111,47.6856,33.3,20.0,Weak Hot
2013-09-04,MOSCOW U OF I,9.98,-116.9558,46.7281,32.2,16.1,Weak Hot
2013-04-13,CORDOVA NORTH,-7.18,-145.7531,60.5561,2.2,-6.1,Weak Cold
2013-05-31,CONROE,6.44,-95.4831,30.3303,31.1,24.4,Weak Hot
2013-04-16,SHERIDAN CO AP,-15.93,-106.9689,44.7694,-2.1,-6.6,Weak Cold
2013-01-14,GRANTS PASS,-8.09,-123.3236,42.4244,0.6,-6.7,Weak Cold
2013-05-04,MONTELLO,-13.0,-89.3169,43.7806,7.8,1.1,Weak Cold
2013-04-25,MOXEE CITY 10 E,9.7,-120.1678,46.5053,26.1,6.1,Weak Hot
2013-03-04,WATERTOWN,-13.73,-88.7364,43.1742,-3.3,-17.8,Weak Cold
2013-12-22,COLUMBIA,28.66,-81.1186,33.9486,26.7,18.9,Strong Hot
2013-06-27,ANNISTON METRO AP,4.0,-85.8556,33.5872,32.8,22.8,Weak Hot
2013-07-19,LUFKIN ANGELINA CO AP,-6.41,-94.7544,31.2361,27.8,22.2,Weak Cold
2013-08-24,MELSTONE,8.44,-107.8706,46.6006,30.6,21.1,Weak Hot
2013-06-25,WAYNOKA,7.32,-98.8797,36.5758,36.7,25.6,Weak Hot
2013-11-30,LAUREL 3 W,-11.64,-76.9003,39.0847,2.2,-5.0,Weak Cold
2013-06-28,BOUSE,7.13,-114.0242,33.9431,47.2,22.8,Weak Hot
2013-01-31,PIEDMONT RSCH STN,14.68,-78.1203,38.2322,21.1,5.0,Weak Hot
2013-01-14,PACKWOOD,-7.53,-121.6744,46.6092,-1.7,-8.3,Weak Cold
2013-05-15,SEDAN,6.71,-96.1861,37.1317,32.2,18.9,Weak Hot
2013-07-29,OGALLALA,-15.48,-101.7206,41.1275,16.7,15.0,Weak Cold
2013-04-07,KENAI MUNI AP,-10.25,-151.2392,60.5797,-4.3,-13.8,Weak Cold
2013-11-26,CARTHAGE,-17.16,-94.3397,32.1614,2.8,0.0,Weak Cold
2013-05-13,MT PLEASANT 1N,-10.9,-87.2019,35.5572,18.3,2.2,Weak Cold
2013-11-30,ROCHESTER GTR INTL AP,-14.46,-77.6767,43.1167,0.6,-13.8,Weak Cold
2013-11-23,VANCOUVER 4 NNE,-9.96,-122.6511,45.6778,9.4,-7.2,Weak Cold
2013-06-29,NATURAL BRG,9.7,-111.4533,34.3222,37.8,23.3,Weak Hot
2013-12-07,TALOGA,-16.12,-98.9592,36.0381,-6.1,-16.1,Weak Cold
2013-01-15,BRIGHT ANGEL RS,-14.8,-112.062,36.2147,-3.9,-23.3,Weak Cold
2013-12-06,BARTOW,7.28,-81.8433,27.8986,31.1,19.4,Weak Hot
2013-09-24,MATANUSKA EXPERIMENT FARM,-9.79,-149.2542,61.5664,3.9,-0.6,Weak Cold
2013-09-06,MILAN 1 NW,10.83,-95.9269,45.1219,33.9,19.4,Weak Hot
2013-05-02,SAINT ANTHONY,-9.27,-111.6789,43.9517,10.0,-7.8,Weak Cold
2013-09-06,AUGUSTA,11.93,-112.3964,47.4931,35.0,15.0,Weak Hot
2013-06-26,WICHITA FALLS MUNI AP,5.49,-98.4928,33.9786,39.4,25.6,Weak Hot
2013-10-26,GADSDEN,-10.74,-85.9878,34.0219,17.2,-0.6,Weak Cold
2013-05-23,BIG PINEY MARBLETON AP,7.87,-110.1075,42.5844,22.2,6.1,Weak Hot
2013-04-29,PALMDALE AP,18.75,-118.0836,34.6294,33.3,13.3,Strong Hot
2013-09-10,DUBUQUE L&D 11,12.52,-90.6461,42.54,36.1,20.0,Weak Hot
2013-09-04,DEER FLAT DAM,7.59,-116.7475,43.5764,30.6,16.7,Weak Hot
2013-04-23,GRIZZLY,-8.57,-120.9389,44.5175,14.4,-11.1,Weak Cold
2013-05-13,RIDGEWAY 1 S,13.18,-104.4478,45.5022,32.2,9.4,Weak Hot
2013-09-10,WINSTON,-10.34,-107.6492,33.3497,15.6,10.0,Weak Cold
2013-06-04,KENMARE 1 WSW,-12.88,-102.0975,48.6692,10.6,6.1,Weak Cold
2013-05-02,GIBSON DAM,-8.82,-112.7536,47.6017,14.4,-7.2,Weak Cold
2013-08-03,HAIWEE,5.96,-117.9528,36.1389,41.1,15.6,Weak Hot
2013-10-24,CUMBERLAND,-12.55,-92.0222,45.5333,1.1,-1.1,Weak Cold
2013-04-05,BONDURANT,7.87,-110.4358,43.2278,13.3,0.6,Weak Hot
2013-01-06,SPANISH FORK PWR HOUSE,-11.03,-111.6044,40.0797,-8.3,-17.2,Weak Cold
2013-04-30,BORGER,21.76,-101.4542,35.6364,35.0,16.1,Strong Hot
2013-11-03,PALMER JOB CORPS,13.07,-149.0992,61.5889,6.7,2.8,Weak Hot
2013-04-04,MADISONVILLE,-13.6,-95.9203,30.9392,12.8,7.8,Weak Cold
2013-08-03,CAPE HATTERAS AP,4.08,-75.6219,35.2325,30.6,26.7,Weak Hot
2013-04-13,LANDSBURG,-7.17,-121.9614,47.3767,6.7,1.1,Weak Cold
2013-04-03,BOLIVAR 1 NE,-14.09,-93.3911,37.6167,6.1,-3.3,Weak Cold
2013-01-19,RYE PATCH DAM,-16.51,-118.3047,40.4661,-2.2,-24.4,Weak Cold
2013-10-28,REDMOND ROBERTS FLD,-12.15,-121.1392,44.2558,5.6,-1.0,Weak Cold
2013-09-03,TWENTYNINE PALMS,8.23,-116.0369,34.1281,38.9,26.1,Weak Hot
2013-06-26,HEBGEN DAM,6.45,-111.3392,44.8667,22.2,10.0,Weak Hot
2013-01-13,NEWPORT 1 NW,13.27,-83.2008,35.9833,21.7,6.7,Weak Hot
2013-10-07,LITTLE MTN,9.5,-81.415,34.1942,29.4,20.6,Weak Hot
2013-06-30,LIVERMORE,7.44,-121.7692,37.6922,37.8,18.9,Weak Hot
2013-01-31,EASTPORT,28.61,-66.9919,44.9067,14.4,3.3,Strong Hot
2013-01-11,MONDOVI,15.86,-91.6719,44.5647,5.0,0.6,Weak Hot
2013-01-10,FOLKSTON 9 SW,12.35,-82.1278,30.74,24.4,17.8,Weak Hot
2013-09-01,BROWNFIELD #2,7.45,-102.2681,33.1908,36.7,19.4,Weak Hot
2013-05-06,BEAUMONT RSCH CTR,-19.39,-94.2928,30.0689,21.1,7.8,Strong Cold
2013-09-16,REPUBLIC,7.34,-118.7314,48.6469,23.9,11.1,Weak Hot
2013-07-20,YERINGTON,6.94,-119.1575,38.9992,40.6,16.1,Weak Hot
2013-07-24,CIMARRON,6.62,-100.3456,37.8131,40.6,19.4,Weak Hot
2013-04-11,IPSWICH,-14.98,-99.0383,45.4478,-1.1,-3.9,Weak Cold
