date,station_name,degrees_from_mean,longitude,latitude,max_temp,min_temp,type
2013-05-20,JACKSON REYNOLDS FLD,10.29,-84.4667,42.2667,31.1,17.8,Weak Hot
2013-12-04,VICTORIA RGNL AP,9.07,-96.9303,28.8614,28.3,18.3,Weak Hot
2013-06-30,MALAD CITY,18.88,-112.2872,42.1492,36.1,15.6,Strong Hot
2013-05-03,BROWNSVILLE,-17.96,-97.4186,25.9156,23.3,12.2,Strong Cold
2013-09-06,LAMAR,10.2,-102.6306,38.0936,38.3,17.2,Weak Hot
2013-11-19,MIDVILLE EXP STN,8.07,-82.2156,32.8753,28.3,5.6,Weak Hot
2013-07-16,STANLEY 2 NNE,-11.55,-105.9439,35.1767,18.9,11.7,Weak Cold
2013-04-19,DAYTONA BEACH INTL AP,7.15,-81.0483,29.1828,32.2,22.2,Weak Hot
2013-09-12,MT VERNON 3 NE,8.01,-88.8533,38.3483,33.9,21.7,Weak Hot
2013-01-12,CLARKS HILL 1 W,25.38,-82.1897,33.6631,23.9,14.4,Strong Hot
2013-09-07,RICE LAKE,10.73,-91.7719,45.4164,31.7,15.0,Weak Hot
2013-06-26,MOSQUERO 1 NE,8.0,-103.9439,35.8022,37.8,15.0,Weak Hot
2013-05-03,ST LOUIS LAMBERT INTL AP,-17.47,-90.3736,38.7525,7.2,5.0,Weak Cold
2013-08-24,GRAND FORKS INTL AP,8.75,-97.1839,47.9428,33.9,21.1,Weak Hot
2013-04-05,YAKIMA AIR TERMINAL,9.58,-120.5428,46.5683,20.0,11.1,Weak Hot
2013-10-19,FT BRAGG 5 N,-5.59,-123.7567,39.5092,11.7,3.3,Weak Cold
2013-05-03,HELENA 1 SSE,-26.25,-98.2661,36.5381,11.7,0.6,Strong Cold
2013-01-07,CACHUMA LAKE,-8.24,-119.9817,34.5822,10.6,-1.1,Weak Cold
2013-04-23,EMPORIA MUNI AP,-16.91,-96.1897,38.3306,2.8,0.0,Weak Cold
2013-10-24,RUSHVILLE 4NE,-12.5,-90.4792,40.1347,6.7,-0.6,Weak Cold
2013-07-13,HAYS 1 S,5.43,-99.3358,38.8586,40.0,24.4,Weak Hot
2013-01-26,GRAND LAKE 6 SSW,15.67,-105.8667,40.185,5.0,-1.7,Weak Hot
2013-04-28,WEST GLACIER,7.66,-113.9847,48.5003,15.0,6.7,Weak Hot
2013-12-05,KANAB,-9.86,-112.5367,37.0286,-0.6,-12.2,Weak Cold
2013-11-24,MILACA,-12.84,-93.6617,45.7533,-8.9,-16.7,Weak Cold
2013-07-19,LAKE PARK,15.46,-95.3247,43.4483,36.7,24.4,Strong Hot
2013-05-04,ELDORA,-30.89,-93.0989,42.3619,1.1,-1.1,Strong Cold
2013-07-16,HELENA 1 SSE,-10.67,-98.2661,36.5381,24.4,17.2,Weak Cold
2013-07-03,JERSEYVILLE 2 SW,-11.97,-90.3431,39.1025,18.9,15.0,Weak Cold
2013-09-10,MUSKEGON CO AP,21.69,-86.2367,43.1711,30.6,23.9,Strong Hot
2013-04-04,WAUSEON WTP,-9.97,-84.1453,41.5183,8.3,-7.2,Weak Cold
2013-11-13,RIVERSIDE FIRE STN 3,9.92,-117.3881,33.9511,33.3,10.0,Weak Hot
2013-10-03,ELSBERRY 1 S,23.1,-90.7847,39.1506,31.7,18.3,Strong Hot
2013-01-14,OAK CITY,-32.16,-112.3342,39.3758,-14.4,-21.1,Strong Cold
2013-12-31,HART 3 WSW,-10.56,-86.4239,43.6747,-9.4,-12.2,Weak Cold
2013-03-17,SEVIERVILLE,12.66,-83.5983,35.9297,25.0,14.4,Weak Hot
2013-12-08,POPLAR BLUFF,-13.41,-90.4056,36.7578,-5.0,-11.7,Weak Cold
2013-12-21,LAKE PROVIDENCE,13.5,-91.173,32.8067,22.2,16.7,Weak Hot
2013-04-27,AUGUSTA,12.18,-112.3964,47.4931,25.0,10.6,Weak Hot
2013-04-16,PRINEVILLE,-10.44,-120.8081,44.3022,5.6,-2.8,Weak Cold
2013-08-20,PARK RAPIDS MUNI AP,9.05,-95.0678,46.9006,35.0,18.9,Weak Hot
2013-06-30,BRIDGEPORT SIKORSKY MEM AP,5.52,-73.1289,41.1583,25.6,21.1,Weak Hot
2013-08-16,HIGHLANDS,-7.47,-83.1983,35.0567,17.2,11.7,Weak Cold
2013-07-17,ALPENA WWTP,8.85,-83.4281,45.0606,28.3,23.9,Weak Hot
2013-06-20,JUNEAU INTL AP,5.58,-134.5639,58.3567,21.1,13.3,Weak Hot
2013-06-12,KING SALMON,10.04,-156.6294,58.6794,25.6,3.3,Weak Hot
2013-05-01,IBAPAH,-8.85,-113.9886,40.0378,23.9,-7.8,Weak Cold
2013-04-13,WASHINGTON IS,-9.56,-86.8911,45.3581,-0.6,-4.4,Weak Cold
2013-01-12,OCONOMOWOC,28.12,-88.5036,43.1003,10.0,2.8,Strong Hot
2013-09-27,VISTA 2 NNE,-6.29,-117.2269,33.2294,27.2,9.4,Weak Cold
2013-06-24,PLYMOUTH-KINGSTON,18.45,-70.6961,41.9819,35.0,21.1,Strong Hot
2013-10-26,MT AIRY 2 W,-23.36,-80.6508,36.4992,10.0,-5.6,Strong Cold
2013-06-29,OLTON,5.58,-102.1356,34.1797,36.7,21.1,Weak Hot
2013-12-07,BRIGHT ANGEL RS,-12.62,-112.062,36.2147,-8.3,-12.2,Weak Cold
2013-04-04,WEST LIBERTY 3NW,-9.88,-83.3017,37.9414,12.8,-6.7,Weak Cold
2013-06-04,MT VERNON 3 NE,-9.47,-88.8533,38.3483,19.4,12.8,Weak Cold
2013-05-12,CLARINDA,-11.2,-95.0192,40.7244,16.7,-1.1,Weak Cold
2013-05-04,CHILTON,-11.93,-88.1469,44.0328,8.3,2.2,Weak Cold
2013-04-11,LEWISBURG 3 N,10.89,-80.4042,37.8564,28.9,9.4,Weak Hot
2013-07-30,OREGON,-11.45,-95.1464,39.9808,19.4,16.7,Weak Cold
2013-10-25,INDIANAPOLIS,-9.91,-86.2803,39.7075,9.4,-3.2,Weak Cold
2013-12-08,UNDERWOOD,-20.18,-101.1461,47.455,-25.0,-30.6,Weak Cold
2013-06-20,ROME 2 NW,-8.13,-117.6569,42.8592,22.2,-0.6,Weak Cold
2013-04-18,MUTUAL,-15.29,-99.17,36.2283,6.1,0.0,Weak Cold
2013-07-02,SONORA,-18.23,-100.6503,30.5831,24.4,12.8,Strong Cold
2013-09-04,MORAN 5WNW,8.58,-110.5889,43.8567,25.0,8.9,Weak Hot
2013-04-02,FALLS CITY BRENNER FLD,-11.73,-95.5919,40.0803,11.1,-6.6,Weak Cold
2013-09-07,KEMMERER 2N,7.85,-110.5328,41.8172,28.3,7.8,Weak Hot
2013-10-02,GLENS FALLS FARM,10.24,-73.6781,43.3247,26.1,-3.3,Weak Hot
2013-12-18,MILLBROOK,-10.86,-73.67,41.8553,-7.2,-15.0,Weak Cold
2013-12-07,PHILIPSBURG RS,-19.97,-113.3,46.3158,-19.4,-27.8,Weak Cold
2013-09-06,WALDEN,8.98,-106.2792,40.7442,25.6,8.3,Weak Hot
2013-08-31,BELLE PLAINE,9.62,-92.2764,41.8814,37.8,21.1,Weak Hot
2013-05-29,COLLEGE OBSY,11.44,-147.8483,64.8603,26.7,10.0,Weak Hot
2013-01-13,ZUNI,-10.28,-108.8389,35.0706,-1.7,-21.1,Weak Cold
2013-08-19,ABERDEEN PHILLIPS FLD,-6.39,-76.1697,39.4717,23.3,16.7,Weak Cold
2013-08-15,LAKE PLACID 2 S,-7.79,-73.985,44.2489,16.1,5.6,Weak Cold
2013-12-08,RAPELJE,-22.59,-109.2531,45.9636,-12.8,-32.2,Weak Cold
2013-06-23,MANATI 2 E,-4.27,-66.4661,18.4308,27.2,22.8,Weak Cold
2013-11-09,COLD BAY AP,15.66,-162.7325,55.2208,12.8,5.6,Strong Hot
2013-07-17,CALEDONIA,7.14,-91.5028,43.6308,31.7,22.8,Weak Hot
2013-07-12,FT COLLINS,4.93,-105.1314,40.6147,32.8,19.4,Weak Hot
2013-09-02,ROSCOE,6.54,-100.5264,32.4481,35.6,23.3,Weak Hot
2013-12-06,VALLECITO DAM,-10.08,-107.5822,37.3842,-6.7,-17.2,Weak Cold
2013-10-05,ROCKVILLE,13.12,-87.2269,39.7594,27.2,20.0,Weak Hot
2013-01-12,MESA VERDE NP,-11.95,-108.4883,37.1986,-7.8,-17.2,Weak Cold
2013-03-15,LINDBERGH LAKE,7.29,-113.7125,47.4083,8.3,1.7,Weak Hot
2013-01-26,CARLSBAD,10.68,-104.2225,32.3478,22.2,8.3,Weak Hot
2013-08-13,WHITEVILLE 7 NW,4.36,-78.7914,34.4094,35.0,24.4,Weak Hot
2013-12-04,SEXTON SUMMIT,-8.87,-123.3642,42.6003,-3.8,-8.8,Weak Cold
2013-12-22,ASHEVILLE,13.39,-82.5567,35.5953,18.3,12.8,Weak Hot
2013-04-24,DENTON 2 SE,-10.36,-97.105,33.1992,18.3,1.7,Weak Cold
2013-01-12,CROSSVILLE MEM AP,32.72,-85.0814,35.9508,19.4,16.7,Strong Hot
2013-05-24,SCOTTSBLUFF HEILIG AP,7.77,-103.5931,41.8706,28.9,13.9,Weak Hot
2013-05-22,CHATHAM,8.45,-79.4103,36.8225,28.3,17.8,Weak Hot
2013-12-08,DAYTONA BEACH,8.02,-81.0083,29.1967,30.0,18.9,Weak Hot
2013-02-21,GLENNVILLE,-22.27,-118.7006,35.7269,1.7,-10.6,Strong Cold
2013-04-18,ALTAMONT,-15.72,-110.2878,40.3561,-2.2,-10.0,Weak Cold
2013-04-12,WILLIAMSBURG 2 N,11.94,-76.7039,37.3017,28.3,19.4,Weak Hot
2013-10-06,CANTON 4N,11.65,-90.0361,32.6714,31.1,21.7,Weak Hot
2013-03-23,RAYMONDVILLE,8.27,-97.8097,26.4819,30.0,21.7,Weak Hot
2013-05-26,FALLS VILLAGE,-14.69,-73.3667,41.95,7.2,5.0,Weak Cold
2013-07-03,BRENHAM,-3.53,-96.3972,30.1592,33.9,19.4,Weak Cold
2013-10-05,RANTOUL,25.44,-88.1594,40.3131,31.1,18.9,Strong Hot
2013-09-14,COUPEVILLE 1 S,4.61,-122.6914,48.2072,17.2,13.3,Weak Hot
2013-01-30,LONDON STATE FISH HATCHERY,30.43,-83.5097,39.8972,16.7,7.2,Strong Hot
2013-07-27,CHICAGO OHARE INTL AP,-10.64,-87.9336,41.995,18.3,12.8,Weak Cold
2013-06-25,RAPELJE,7.7,-109.2531,45.9636,27.2,15.6,Weak Hot
2013-11-17,FAYETTEVILLE WTP,13.12,-86.5411,35.15,20.0,16.1,Weak Hot
2013-04-20,MONTEVIDEO 1 SW,-11.21,-95.7461,44.9342,0.0,-10.0,Weak Cold
2013-10-29,POKEGAMA DAM,-9.6,-93.5861,47.2508,2.8,-7.8,Weak Cold
2013-09-04,MOSBY 4 ENE,10.32,-107.8225,47.0219,32.8,17.8,Weak Hot
2013-08-05,LAKE CITY 2 E,2.71,-82.5942,30.1853,33.9,24.4,Weak Hot
2013-10-21,LULING,-12.35,-97.6578,29.6756,15.6,7.8,Weak Cold
2013-04-17,D'LO 2 SW,10.98,-89.9328,31.9544,30.6,21.1,Weak Hot
2013-06-30,PARTOUN,10.93,-113.8858,39.6308,38.3,20.6,Weak Hot
2013-08-28,ROCHESTER INTL AP,7.31,-92.4917,43.9042,30.0,21.7,Weak Hot
2013-04-10,PHILIP AP,-17.5,-101.6011,44.0511,-2.1,-6.6,Weak Cold
2013-09-10,BLUEFIELD MERCER CO AP,15.72,-81.2078,37.2958,31.1,20.6,Strong Hot
2013-07-03,ABILENE RGNL AP,-6.9,-99.6822,32.4106,32.2,15.6,Weak Cold
2013-09-07,FT LAUDERDALE,2.83,-80.2011,26.1019,32.2,26.7,Weak Hot
2013-01-18,BEOWAWE,-11.85,-116.475,40.5903,-8.3,-24.4,Weak Cold
2013-07-13,WATERTOWN RGNL AP,6.71,-97.1494,44.9047,30.0,22.2,Weak Hot
2013-05-25,SAN JON,8.75,-103.3283,35.1086,36.7,16.7,Weak Hot
2013-08-08,BATESVILLE 2 SW,4.63,-89.9806,34.3061,32.8,23.9,Weak Hot
2013-01-29,LOUISVILLE INTL AP,16.56,-85.7392,38.1811,19.4,12.8,Weak Hot
2013-06-01,SCOTTSBORO,4.99,-86.0536,34.6736,30.0,22.2,Weak Hot
2013-09-07,KAMAS,7.99,-111.2822,40.6439,28.9,12.2,Weak Hot
2013-04-04,BLOOMINGTON IN UNIV,-10.45,-86.5214,39.1742,9.4,-4.4,Weak Cold
2013-10-03,CORNWALL,10.87,-73.2106,43.9572,25.6,4.4,Weak Hot
2013-11-29,MILWAUKEE MT MARY CLG,-12.54,-88.0294,43.0719,-1.7,-12.8,Weak Cold
2013-07-09,POCAHONTAS,6.17,-94.6614,42.7292,35.0,22.8,Weak Hot
2013-09-10,DESERET,9.69,-112.6519,39.2872,22.2,16.1,Weak Hot
2013-01-31,KANE 1NNE,15.74,-78.8036,41.6767,14.4,-3.9,Weak Hot
2013-07-07,EAST WAREHAM,5.47,-70.6697,41.7653,31.1,22.8,Weak Hot
2013-06-30,RIDDLE,11.36,-123.3572,42.9506,36.1,14.4,Weak Hot
2013-09-26,NEEDLES AP,-9.94,-114.6189,34.7675,28.3,19.4,Weak Cold
2013-05-14,MARTINSBURG E WV RGNL AP,-10.83,-77.9844,39.4019,17.8,-0.5,Weak Cold
2013-05-05,LIBERAL,-11.77,-100.9294,37.0222,18.3,-1.1,Weak Cold
2013-12-04,BALLINGER 2 NW,12.89,-99.9764,31.7414,28.9,6.1,Weak Hot
2013-05-04,WHITE LAKE,-11.01,-98.7131,43.7292,11.7,-3.3,Weak Cold
2013-06-28,BURNET,5.68,-98.2339,30.7586,37.8,21.7,Weak Hot
2013-07-06,BELLE MINA 2 N,-7.96,-86.8819,34.6892,24.4,18.9,Weak Cold
2013-09-02,LAVON DAM,6.0,-96.4861,33.0353,38.3,24.4,Weak Hot
2013-06-07,DOUGLAS,-9.41,-82.8206,31.4889,23.3,21.1,Weak Cold
2013-10-30,MCKENZIE BRG RS,-6.61,-122.1164,44.1792,9.4,-2.8,Weak Cold
2013-08-30,MEDICINE CREEK DAM,9.76,-100.2228,40.3761,40.6,15.6,Weak Hot
2013-07-06,HALEYVILLE,-6.74,-87.6353,34.2314,25.0,18.3,Weak Cold
2013-01-13,THOMASVILLE 7 NE,8.95,-83.8611,30.9139,26.1,13.9,Weak Hot
2013-06-02,LANCASTER 2NE FLTR PLT,7.54,-76.2742,40.05,35.0,17.2,Weak Hot
2013-09-11,PLYMOUTH,11.95,-87.9714,43.73,33.9,18.9,Weak Hot
2013-01-12,OAK RIDGE ATDD,31.17,-84.2486,36.0028,21.7,15.0,Strong Hot
2013-01-12,LAKE YELLOWSTONE,-11.42,-110.3986,44.5619,-16.1,-26.1,Weak Cold
2013-05-02,DODGE CITY,-26.29,-99.9683,37.7608,11.1,-1.6,Strong Cold
2013-07-13,SAINT FRANCIS,7.17,-101.8067,39.7675,40.6,18.3,Weak Hot
2013-03-24,BRUNSWICK MALCOLM MCKINNON AP,8.44,-81.3908,31.1522,28.9,13.9,Weak Hot
2013-02-01,WINTERSET 1N,-16.87,-94.0128,41.3561,-15.0,-22.8,Weak Cold
2013-09-10,WILLIAMSBURG 3SE,13.42,-91.9783,41.6403,37.8,20.6,Weak Hot
2013-08-15,IDABEL,-6.68,-94.8278,33.9336,28.9,13.9,Weak Cold
2013-05-02,HOBBS,-11.38,-103.1314,32.7264,27.2,1.7,Weak Cold
2013-04-23,HOWARD,-11.61,-97.5242,44.0122,6.1,-10.0,Weak Cold
2013-09-11,IONIA 2SSW,22.75,-85.0778,42.9531,32.8,22.2,Strong Hot
2013-06-18,EPHRATA MUNI AP,-10.24,-119.5153,47.3078,16.7,12.2,Weak Cold
2013-01-14,BOONTON 1 SE,12.55,-74.4033,40.8922,8.9,5.0,Weak Hot
2013-10-30,BOYSEN DAM,-15.35,-108.1633,43.4053,1.1,-2.2,Weak Cold
2013-12-18,HARLOWTON,25.36,-109.8311,46.4328,15.0,3.3,Strong Hot
2013-12-02,IMPERIAL MUNI AP,10.46,-101.62,40.51,17.8,1.1,Weak Hot
2013-01-14,LOVELOCK DERBY FLD,-29.0,-118.5692,40.0681,-6.1,-24.4,Strong Cold
2013-04-01,THREE LYNX,5.9,-122.07,45.1219,22.8,8.9,Weak Hot
2013-04-03,MORRIS WC EXP STN,-10.55,-95.8747,45.5903,-1.1,-10.0,Weak Cold
2013-04-10,WHALEN DAM USBR,-18.31,-104.6281,42.2494,-2.2,-10.6,Weak Cold
2013-01-03,BEND,-14.17,-121.285,44.0569,-8.9,-17.2,Weak Cold
2013-10-01,MILACA,11.67,-93.6617,45.7533,23.3,13.3,Weak Hot
2013-07-10,PAOLI,6.12,-86.4858,38.5556,32.2,23.9,Weak Hot
2013-07-15,PLAINVIEW,-5.13,-101.7022,34.1892,36.7,14.4,Weak Cold
2013-06-08,SPRINGERVILLE,5.95,-109.275,34.1311,33.3,6.7,Weak Hot
2013-07-18,WASHINGTON REAGAN AP,4.99,-77.0342,38.8483,35.0,26.7,Weak Hot
2013-06-08,FIVE POINTS 5 SSW,16.54,-120.1561,36.3642,42.8,21.1,Strong Hot
2013-09-27,PACKWOOD,-12.82,-121.6744,46.6092,10.0,5.6,Weak Cold
2013-12-08,LOCKWOOD,-14.42,-93.9489,37.3908,-6.7,-15.0,Weak Cold
2013-09-01,MARIETTA 5SW,10.24,-97.1642,33.8761,40.6,20.6,Weak Hot
2013-07-03,LLANO,-8.77,-98.6542,30.7425,33.3,13.3,Weak Cold
2013-12-08,MT HAMILTON,-20.95,-121.6425,37.3436,-1.1,-6.7,Strong Cold
2013-04-18,IDAHO FALLS 46 W,-11.54,-112.9422,43.5317,11.7,-13.9,Weak Cold
2013-05-02,KANOPOLIS LAKE,-12.92,-97.9597,38.6078,11.1,0.0,Weak Cold
2013-07-23,COLLEGE STN,2.84,-96.3647,30.5892,36.7,26.1,Weak Hot
2013-06-13,SPRINGFIELD EXP STN,7.08,-86.8414,36.4711,32.8,23.9,Weak Hot
2013-07-09,STEHEKIN 4 NW,8.14,-120.7264,48.3508,23.9,20.6,Weak Hot
2013-05-05,DONALDSONVILLE 4 SW,-20.44,-91.0278,30.0719,21.1,6.1,Strong Cold
2013-09-06,KENMARE 1 WSW,23.33,-102.0975,48.6692,33.9,15.6,Strong Hot
2013-01-02,ZUNI,-12.81,-108.8389,35.0706,5.0,-22.2,Weak Cold
2013-12-08,MADILL,-16.96,-96.7708,34.0919,-4.4,-10.6,Weak Cold
2013-04-14,SANDPOINT EXP STN,-9.58,-116.5628,48.2942,3.9,-1.7,Weak Cold
2013-06-28,TOK,9.81,-143.0372,63.3336,25.6,14.4,Weak Hot
2013-09-30,SAN DIEGO LINDBERGH FLD,-3.65,-117.1831,32.7336,26.7,15.0,Weak Cold
2013-07-29,WINTERSET 1N,-9.57,-94.0128,41.3561,23.3,7.8,Weak Cold
2013-11-29,LAFAYETTE RGNL AP,-12.05,-91.9875,30.205,16.1,-2.1,Weak Cold
2013-04-24,CLOVIS 13 N,-29.57,-103.2161,34.5989,6.7,-9.4,Strong Cold
2013-12-09,JACKSONVILLE NAS,9.05,-81.6667,30.2333,28.9,17.8,Weak Hot
2013-05-03,PRESTON,-19.67,-92.0747,43.6725,1.1,-1.1,Weak Cold
2013-03-15,NEPHI,10.41,-111.8319,39.7122,21.7,8.3,Weak Hot
2013-09-06,BROOKINGS 2 NE,10.99,-96.7686,44.3253,28.9,18.9,Weak Hot
2013-10-04,PRESTON,13.1,-92.0747,43.6725,20.6,15.0,Weak Hot
2013-07-23,GOODWELL RSCH STN,4.22,-101.6181,36.5914,39.4,22.2,Weak Hot
2013-09-06,CHUGWATER,10.43,-104.8222,41.7594,33.9,15.6,Weak Hot
2013-04-09,MILLVILLE MUNI AP,22.79,-75.0667,39.3667,29.4,15.6,Strong Hot
2013-07-02,FALLON NAAS,6.36,-118.7167,39.4167,41.1,20.6,Weak Hot
2013-09-02,FREDERICKSBURG,5.61,-98.9089,30.2392,37.2,23.3,Weak Hot
2013-07-08,EASTMAN 1 W,-9.82,-83.2058,32.2003,23.3,22.8,Weak Cold
2013-12-04,GRUNDY CTR,11.72,-92.7594,42.3647,3.9,1.1,Weak Hot
2013-05-12,COLDWATER ST SCHOOL,-13.44,-84.9925,41.9622,7.2,0.0,Weak Cold
2013-06-08,SURRY MTN LAKE,-11.24,-72.3128,42.9967,12.8,10.0,Weak Cold
2013-09-22,MANLEY HOT SPRINGS,-11.73,-150.638,64.9989,1.1,-1.7,Weak Cold
2013-09-20,CROCKETT,4.96,-95.4508,31.3072,35.6,23.9,Weak Hot
2013-01-24,WICKENBURG,9.89,-112.7403,33.9792,23.9,10.0,Weak Hot
2013-05-06,HENDERSON 8 SSW,-10.37,-87.6456,37.7558,15.0,9.4,Weak Cold
2013-07-02,HOMERVILLE 5 N,-6.23,-82.8003,31.0767,27.2,21.7,Weak Cold
2013-12-06,YADKINVILLE 6 E,16.08,-80.5481,36.1306,19.4,14.4,Weak Hot
2013-07-10,MONTICELLO MUNI AP,4.25,-91.7556,33.6361,36.1,25.6,Weak Hot
2013-05-05,HONOLULU INTL AP,-5.43,-157.9294,21.3239,23.9,20.0,Weak Cold
2013-01-14,LAUREL 3 W,10.91,-76.9003,39.0847,14.4,7.2,Weak Hot
2013-06-13,CHARLESTON CITY,3.75,-79.9319,32.78,34.4,26.7,Weak Hot
2013-05-21,ERIE INTL AP,11.68,-80.1825,42.08,30.6,19.4,Weak Hot
2013-11-25,EVENING SHADE 1 NNE,-17.72,-91.6169,36.0717,-1.1,-7.2,Weak Cold
2013-07-17,NEILLSVILLE 3ESE,7.66,-90.535,44.5378,33.3,21.1,Weak Hot
2013-11-13,LINCOLNTON 4 W,-10.24,-81.3289,35.4606,9.4,-6.7,Weak Cold
2013-01-10,ANDERSON CO AP,10.95,-82.7097,34.4978,22.2,9.4,Weak Hot
2013-05-19,EAU CLAIRE 4 NE,11.04,-86.2408,42.0147,32.8,15.0,Weak Hot
2013-10-30,DIABLO DAM,-5.57,-121.1431,48.7142,10.6,-0.6,Weak Cold
2013-12-22,BATESVILLE 2 SW,13.32,-89.9806,34.3061,25.6,11.7,Weak Hot
2013-03-17,GUAM INTL AP,2.53,144.7961,13.4836,32.2,24.4,Weak Hot
2013-06-30,DUGWAY,21.69,-112.9217,40.1839,40.6,22.2,Strong Hot
2013-06-24,ANTIOCH PUMPING PLANT #3,-10.87,-121.7525,37.9833,18.9,16.1,Weak Cold
2013-04-14,LAS VEGAS MUNI AP,7.91,-105.1419,35.6542,21.1,8.3,Weak Hot
2013-09-11,EL VADO DAM,9.5,-106.73,36.5928,17.8,13.3,Weak Hot
2013-12-05,ALTAMONT,-24.43,-110.2878,40.3561,-12.2,-24.4,Strong Cold
2013-05-12,RED OAK,-10.87,-95.2419,41.0036,16.1,-0.6,Weak Cold
2013-07-02,DEER LODGE 3 W,8.64,-112.7975,46.3911,35.6,11.7,Weak Hot
2013-07-29,CROSSVILLE MEM AP,-6.43,-85.0814,35.9508,25.6,11.7,Weak Cold
2013-01-01,JOHN DAY,-12.07,-118.9594,44.4233,-6.7,-16.7,Weak Cold
2013-08-24,DE SMET,7.61,-97.5606,44.3867,32.8,22.8,Weak Hot
2013-07-04,PALMDALE AP,6.34,-118.0836,34.6294,40.0,25.0,Weak Hot
2013-10-07,WILMINGTON INTL AP,10.41,-77.8997,34.2675,28.9,22.8,Weak Hot
2013-09-04,YELLOWSTONE PK MAMMOTH,9.1,-110.6964,44.9767,27.8,12.8,Weak Hot
2013-06-28,PALISADES,9.03,-111.2167,43.35,32.2,12.2,Weak Hot
2013-09-06,MOORE HAVEN LOCK 1,3.45,-81.0872,26.84,32.2,26.1,Weak Hot
2013-02-27,SAN JUAN L M MARIN AP,3.48,-66.0108,18.4325,32.2,22.8,Weak Hot
2013-12-05,MIDWEST,-19.44,-106.2772,43.4131,-17.2,-26.7,Weak Cold
2013-05-22,ANGLETON 2 W,6.97,-95.4592,29.1572,31.1,26.1,Weak Hot
2013-04-29,SIDNEY MUNI AP,12.68,-102.9847,41.1014,27.8,2.2,Weak Hot
2013-12-07,DILLION U OF MONTANA WESTERN,-41.69,-112.6447,45.2128,-21.1,-29.4,Strong Cold
2013-07-28,AMITY 4 NE,-7.6,-94.36,39.8914,23.9,11.1,Weak Cold
2013-04-13,TUSCARORA,7.93,-116.2225,41.3144,14.4,5.6,Weak Hot
2013-09-02,INGOMAR 14 NE,14.88,-107.2078,46.7392,33.9,20.6,Weak Hot
2013-04-15,BROCKWAY 3 WSW,-15.18,-105.83,47.2875,-1.7,-6.1,Weak Cold
2013-02-01,NORWICH PUB UTILITY PLANT,11.03,-72.0642,41.5269,15.6,-2.2,Weak Hot
2013-06-30,GROUSE,21.02,-113.5472,43.7186,33.9,11.1,Strong Hot
2013-05-06,CALICO ROCK 2 WSW,-12.44,-92.1636,36.1092,13.9,2.8,Weak Cold
2013-05-02,BRECKENRIDGE,-10.98,-98.9017,32.75,30.0,5.0,Weak Cold
2013-06-14,HOMERVILLE 5 N,4.45,-82.8003,31.0767,35.0,23.3,Weak Hot
2013-12-27,GREAT FALLS INTL AP,27.99,-111.3822,47.4733,14.4,5.6,Strong Hot
2013-06-07,STEHEKIN 4 NW,-6.3,-120.7264,48.3508,26.7,3.3,Weak Cold
2013-07-22,DEL NORTE 3ENE,4.31,-106.3083,37.6908,29.4,13.3,Weak Hot
2013-04-28,BILLINGS LOGAN INTL AP,9.86,-108.5422,45.8069,18.3,11.1,Weak Hot
2013-01-13,WALNUT CREEK,-12.4,-112.8097,34.9281,1.7,-18.3,Weak Cold
2013-05-03,BALLINGER 2 NW,-33.76,-99.9764,31.7414,11.7,1.1,Strong Cold
2013-04-17,BROADUS,-15.74,-105.4072,45.4442,-0.6,-7.8,Weak Cold
2013-10-26,SANTUCK,-12.46,-81.5206,34.635,15.6,-2.2,Weak Cold
2013-09-10,TEKAMAH,11.58,-96.2328,41.7767,37.2,18.3,Weak Hot
2013-08-04,AMARILLO,4.23,-101.7089,35.2333,36.7,22.2,Weak Hot
2013-05-03,FOREST LAKE 5NE,-12.17,-92.9125,45.3397,8.9,-0.6,Weak Cold
2013-07-18,LAPEER WWTP,8.4,-83.3075,43.0608,34.4,23.3,Weak Hot
2013-09-02,MALHEUR REFUGE HQ,11.01,-118.8447,43.265,22.8,15.0,Weak Hot
2013-12-08,DUNKIRK 19NNE,-20.66,-111.4747,48.7167,-16.1,-35.0,Weak Cold
2013-04-28,BEULAH,10.71,-118.1522,43.9092,26.7,4.4,Weak Hot
2013-05-04,CORINTH 7 SW,-11.52,-88.6178,34.8792,21.1,2.8,Weak Cold
2013-05-29,CIMARRON 4 SW,7.78,-104.9456,36.4661,27.2,12.2,Weak Hot
2013-07-27,DULUTH,-11.46,-92.2097,46.8369,13.3,9.4,Weak Cold
2013-07-03,BOONEVILLE,-6.43,-88.5622,34.6344,27.2,14.4,Weak Cold
2013-12-07,CARLSBAD CAVERN CITY AP,-16.49,-104.2581,32.3336,-2.1,-6.6,Weak Cold
2013-06-06,LEECH LAKE,-12.08,-94.2228,47.2467,11.7,6.7,Weak Cold
2013-12-11,WUPATKI NM,-11.38,-111.3703,35.5247,-2.8,-10.0,Weak Cold
2013-04-24,PLAINVILLE 4WNW,-17.17,-99.3808,39.245,1.7,-5.6,Weak Cold
2013-01-15,COWEETA EXP STN,14.82,-83.4314,35.0592,18.3,11.1,Weak Hot
2013-05-03,GREENVILLE KGVL RADIO,-27.7,-96.0983,33.1678,12.2,2.8,Strong Cold
2013-01-10,FARGO HECTOR INTL AP,31.96,-96.8111,46.9253,6.1,-1.7,Strong Hot
